session_id,customer_id,session_date,channel,device
81,944,2025-03-27,direct,mobile_app
82,645,2025-01-23,social,mobile_app
83,989,2025-03-29,direct,mobile_app
84,272,2025-04-10,organic,mobile_app
85,179,2025-01-27,paid_ads,desktop
86,640,2025-06-13,organic,mobile_web
87,351,2025-03-28,organic,mobile_web
88,217,2025-04-11,paid_ads,mobile_app
89,1163,2025-06-28,organic,mobile_web
90,1177,2025-01-28,organic,mobile_app
91,787,2025-06-27,organic,mobile_app
92,1162,2025-03-02,social,mobile_app
93,1176,2025-06-02,social,mobile_app
94,912,2025-01-18,organic,desktop
95,777,2025-01-16,paid_ads,mobile_web
96,1190,2025-01-01,direct,mobile_web
97,828,2025-01-16,direct,desktop
98,736,2025-01-08,organic,mobile_app
99,895,2025-02-05,direct,mobile_app
100,291,2025-03-13,social,mobile_app
101,961,2025-05-27,paid_ads,desktop
102,126,2025-05-27,email,mobile_web
103,56,2025-05-10,paid_ads,mobile_app
104,517,2025-03-07,organic,mobile_app
105,703,2025-06-02,direct,desktop
106,238,2025-05-02,organic,mobile_app
107,200,2025-04-21,direct,mobile_web
108,945,2025-06-22,social,mobile_web
109,117,2025-02-25,direct,mobile_web
110,177,2025-06-18,direct,mobile_app
111,567,2025-06-20,social,mobile_web
112,529,2025-04-23,direct,mobile_app
113,411,2025-05-06,email,mobile_app
114,980,2025-01-18,paid_ads,desktop
115,787,2025-04-10,social,mobile_app
116,997,2025-02-18,organic,mobile_web
117,40,2025-01-12,paid_ads,desktop
118,935,2025-01-17,email,desktop
119,437,2025-03-27,social,mobile_web
120,582,2025-05-02,paid_ads,mobile_web
121,181,2025-03-31,email,mobile_web
122,972,2025-01-12,paid_ads,mobile_app
123,89,2025-05-18,organic,mobile_app
124,770,2025-05-30,direct,mobile_app
125,280,2025-04-18,organic,mobile_app
126,178,2025-02-25,paid_ads,mobile_app
127,506,2025-02-26,organic,mobile_app
128,1033,2025-05-03,organic,mobile_app
129,447,2025-06-15,organic,mobile_app
130,284,2025-04-05,direct,mobile_app
131,785,2025-04-04,paid_ads,mobile_web
132,138,2025-02-05,email,mobile_web
133,386,2025-01-21,direct,mobile_app
134,854,2025-02-03,direct,mobile_app
135,992,2025-01-13,paid_ads,mobile_app
136,85,2025-04-23,direct,mobile_web
137,939,2025-05-20,direct,mobile_app
138,286,2025-01-07,social,mobile_app
139,914,2025-06-05,paid_ads,mobile_app
140,808,2025-06-04,organic,mobile_app
141,849,2025-01-23,organic,mobile_web
142,281,2025-03-16,organic,desktop
143,968,2025-03-15,organic,mobile_web
144,245,2025-01-05,paid_ads,mobile_web
145,300,2025-02-04,paid_ads,desktop
146,648,2025-03-19,social,mobile_web
147,743,2025-02-06,organic,mobile_web
148,1145,2025-05-15,email,desktop
149,239,2025-05-03,social,desktop
150,285,2025-06-02,social,desktop
151,353,2025-01-31,social,mobile_app
152,292,2025-02-23,social,mobile_app
153,884,2025-06-18,organic,mobile_app
154,379,2025-02-07,social,mobile_app
155,140,2025-01-04,organic,mobile_web
156,578,2025-01-02,organic,mobile_web
157,644,2025-02-04,organic,mobile_app
158,910,2025-04-20,organic,mobile_app
159,245,2025-06-01,organic,mobile_app
160,346,2025-03-28,organic,desktop
161,828,2025-05-08,organic,desktop
162,204,2025-05-08,social,desktop
163,1108,2025-01-09,email,desktop
164,786,2025-04-24,paid_ads,desktop
165,1135,2025-05-02,social,mobile_web
166,774,2025-03-14,email,mobile_app
167,707,2025-01-15,direct,mobile_app
168,1169,2025-05-06,paid_ads,mobile_web
169,689,2025-06-20,paid_ads,mobile_web
170,1185,2025-01-18,organic,mobile_app
171,410,2025-05-12,paid_ads,mobile_app
172,889,2025-01-16,direct,mobile_web
173,841,2025-01-17,paid_ads,desktop
174,951,2025-04-19,paid_ads,desktop
175,172,2025-01-17,paid_ads,mobile_app
176,484,2025-01-28,direct,mobile_app
177,901,2025-01-15,paid_ads,desktop
178,505,2025-02-07,direct,desktop
179,491,2025-06-13,organic,mobile_app
180,610,2025-04-23,organic,desktop
181,833,2025-01-21,social,mobile_app
182,682,2025-01-26,social,desktop
183,1122,2025-01-08,social,mobile_app
184,909,2025-04-13,social,mobile_app
185,980,2025-02-14,direct,mobile_app
186,183,2025-06-29,direct,mobile_app
187,1013,2025-02-18,organic,mobile_web
188,1194,2025-01-03,social,mobile_app
189,815,2025-04-19,social,mobile_web
190,965,2025-06-21,direct,desktop
191,739,2025-03-09,direct,mobile_app
192,376,2025-04-30,organic,mobile_app
193,1014,2025-05-24,organic,mobile_app
194,674,2025-06-24,organic,mobile_web
195,983,2025-06-02,paid_ads,desktop
196,928,2025-05-26,paid_ads,mobile_web
197,580,2025-01-19,paid_ads,mobile_app
198,316,2025-04-21,organic,mobile_app
199,890,2025-05-12,email,mobile_app
200,846,2025-05-26,organic,mobile_web
201,948,2025-04-11,organic,mobile_app
202,218,2025-04-12,paid_ads,mobile_app
203,809,2025-02-04,social,mobile_app
204,177,2025-05-02,paid_ads,mobile_app
205,17,2025-04-21,organic,desktop
206,125,2025-03-22,paid_ads,mobile_app
207,695,2025-06-18,direct,desktop
208,800,2025-06-22,direct,desktop
209,265,2025-05-06,organic,mobile_app
210,66,2025-01-30,social,mobile_app
211,217,2025-01-27,social,mobile_web
212,343,2025-04-03,email,desktop
213,14,2025-03-29,organic,mobile_web
214,1058,2025-01-08,social,mobile_app
215,1060,2025-03-22,direct,mobile_app
216,310,2025-06-11,direct,mobile_app
217,173,2025-02-02,organic,mobile_app
218,495,2025-04-19,social,mobile_app
219,764,2025-02-01,organic,mobile_app
220,11,2025-05-29,paid_ads,desktop
221,216,2025-04-03,paid_ads,mobile_web
222,1145,2025-03-09,paid_ads,mobile_app
223,1052,2025-02-24,direct,mobile_app
224,837,2025-03-16,organic,mobile_app
225,139,2025-05-27,direct,mobile_app
226,944,2025-02-08,social,mobile_web
227,839,2025-03-28,paid_ads,desktop
228,908,2025-02-12,social,mobile_web
229,633,2025-05-24,email,mobile_app
230,1110,2025-05-26,email,mobile_app
231,50,2025-03-07,direct,mobile_app
232,1110,2025-03-07,organic,mobile_app
233,789,2025-03-23,direct,mobile_app
234,417,2025-05-19,social,mobile_app
235,560,2025-04-08,email,desktop
236,432,2025-03-23,email,desktop
237,847,2025-05-06,email,mobile_web
238,18,2025-02-19,organic,mobile_app
239,733,2025-06-10,organic,mobile_web
240,480,2025-01-10,direct,desktop
241,393,2025-06-27,direct,mobile_app
242,399,2025-01-07,paid_ads,desktop
243,685,2025-05-02,direct,mobile_app
244,885,2025-05-24,organic,mobile_web
245,823,2025-03-01,organic,mobile_web
246,1043,2025-06-08,organic,mobile_app
247,733,2025-02-07,paid_ads,desktop
248,1146,2025-02-20,direct,mobile_app
249,958,2025-05-29,email,mobile_app
250,744,2025-05-23,organic,mobile_app
251,366,2025-03-09,organic,mobile_app
252,134,2025-02-03,organic,desktop
253,1041,2025-02-23,direct,desktop
254,481,2025-04-07,paid_ads,mobile_app
255,522,2025-01-22,email,mobile_app
256,958,2025-05-08,paid_ads,mobile_app
257,202,2025-05-20,organic,mobile_app
258,578,2025-04-14,social,mobile_web
259,25,2025-02-08,paid_ads,mobile_app
260,727,2025-06-25,paid_ads,mobile_app
261,1176,2025-02-22,direct,desktop
262,624,2025-05-22,organic,mobile_app
263,267,2025-06-20,direct,mobile_app
264,711,2025-03-18,social,mobile_web
265,359,2025-06-08,paid_ads,mobile_app
266,840,2025-05-10,paid_ads,mobile_app
267,363,2025-04-11,paid_ads,mobile_app
268,23,2025-04-02,social,mobile_app
269,394,2025-01-25,social,mobile_app
270,476,2025-02-14,organic,mobile_app
271,842,2025-01-27,paid_ads,mobile_web
272,1166,2025-06-03,organic,desktop
273,633,2025-03-04,organic,mobile_app
274,674,2025-01-11,organic,mobile_app
275,591,2025-03-26,social,mobile_app
276,509,2025-02-26,social,mobile_web
277,419,2025-04-30,organic,mobile_app
278,413,2025-01-21,organic,mobile_web
279,615,2025-02-14,email,mobile_app
280,1003,2025-01-19,paid_ads,desktop
281,398,2025-03-31,social,desktop
282,302,2025-06-19,organic,mobile_web
283,815,2025-01-21,social,desktop
284,183,2025-03-30,organic,mobile_web
285,816,2025-02-13,social,mobile_app
286,774,2025-01-08,organic,mobile_app
287,1193,2025-02-24,social,mobile_app
288,491,2025-04-07,direct,mobile_web
289,206,2025-04-13,organic,desktop
290,660,2025-01-12,organic,mobile_app
291,66,2025-03-19,organic,mobile_web
292,60,2025-04-09,organic,desktop
293,478,2025-01-23,organic,mobile_app
294,868,2025-06-23,paid_ads,mobile_app
295,455,2025-04-28,organic,mobile_app
296,608,2025-04-27,social,mobile_app
297,772,2025-02-09,organic,mobile_web
298,461,2025-02-15,social,mobile_app
299,1183,2025-03-16,organic,mobile_web
300,828,2025-04-12,organic,mobile_app
301,184,2025-06-16,social,desktop
302,912,2025-01-22,paid_ads,mobile_app
303,831,2025-05-23,social,mobile_app
304,1001,2025-05-18,organic,desktop
305,1037,2025-02-13,paid_ads,desktop
306,92,2025-03-18,organic,mobile_app
307,872,2025-02-22,direct,mobile_app
308,560,2025-03-12,organic,mobile_web
309,628,2025-01-25,email,mobile_web
310,977,2025-06-25,email,mobile_app
311,375,2025-04-30,paid_ads,mobile_app
312,163,2025-01-24,organic,mobile_app
313,1095,2025-06-19,social,mobile_app
314,5,2025-02-25,social,mobile_web
315,1056,2025-04-29,social,mobile_app
316,842,2025-02-09,organic,mobile_app
317,332,2025-01-02,organic,mobile_web
318,407,2025-02-04,organic,mobile_app
319,666,2025-04-13,social,mobile_web
320,797,2025-01-06,organic,desktop
321,578,2025-03-05,paid_ads,mobile_web
322,511,2025-03-09,paid_ads,mobile_app
323,407,2025-01-27,paid_ads,mobile_web
324,506,2025-01-11,paid_ads,mobile_app
325,488,2025-04-09,email,mobile_app
326,414,2025-02-02,paid_ads,mobile_app
327,241,2025-04-18,direct,mobile_app
328,45,2025-02-03,organic,mobile_app
329,125,2025-04-12,social,mobile_web
330,1052,2025-05-11,direct,mobile_app
331,94,2025-06-13,paid_ads,mobile_app
332,1095,2025-06-11,organic,mobile_web
333,906,2025-05-29,organic,mobile_app
334,206,2025-01-04,social,mobile_app
335,90,2025-03-10,organic,mobile_web
336,694,2025-02-05,direct,mobile_app
337,875,2025-03-15,paid_ads,mobile_app
338,788,2025-01-29,social,mobile_web
339,460,2025-04-02,organic,desktop
340,714,2025-05-08,direct,mobile_app
341,869,2025-06-04,paid_ads,desktop
342,504,2025-05-18,paid_ads,mobile_app
343,450,2025-01-01,social,mobile_app
344,863,2025-01-15,organic,desktop
345,294,2025-04-19,paid_ads,mobile_app
346,1192,2025-02-10,organic,desktop
347,853,2025-02-05,organic,mobile_app
348,963,2025-06-15,paid_ads,mobile_app
349,1031,2025-04-19,organic,mobile_app
350,257,2025-01-15,social,mobile_app
351,1110,2025-01-03,organic,mobile_app
352,1025,2025-04-02,organic,mobile_web
353,679,2025-01-26,paid_ads,mobile_web
354,49,2025-05-31,email,mobile_app
355,883,2025-06-24,organic,mobile_web
356,1022,2025-03-17,organic,mobile_app
357,906,2025-02-01,email,mobile_app
358,766,2025-04-26,organic,mobile_app
359,409,2025-03-29,paid_ads,mobile_app
360,976,2025-05-20,organic,mobile_app
361,741,2025-02-24,social,desktop
362,867,2025-01-22,organic,mobile_web
363,860,2025-03-08,paid_ads,mobile_web
364,727,2025-01-03,direct,mobile_web
365,649,2025-02-07,organic,desktop
366,629,2025-06-29,paid_ads,desktop
367,848,2025-05-19,paid_ads,mobile_app
368,688,2025-04-20,organic,mobile_app
369,896,2025-01-26,email,mobile_web
370,843,2025-06-09,organic,mobile_web
371,951,2025-04-12,paid_ads,desktop
372,1040,2025-03-09,paid_ads,desktop
373,850,2025-04-17,social,mobile_app
374,1184,2025-04-10,paid_ads,desktop
375,1060,2025-02-02,organic,mobile_app
376,930,2025-02-17,email,mobile_web
377,609,2025-04-07,organic,desktop
378,1187,2025-06-02,direct,mobile_app
379,769,2025-04-26,direct,mobile_web
380,522,2025-01-08,direct,mobile_app
381,189,2025-03-17,paid_ads,mobile_web
382,894,2025-02-19,paid_ads,mobile_app
383,221,2025-05-26,email,mobile_app
384,1048,2025-06-04,organic,mobile_app
385,733,2025-04-06,organic,mobile_app
386,674,2025-03-24,organic,mobile_web
387,154,2025-06-24,email,mobile_web
388,406,2025-05-08,organic,mobile_web
389,785,2025-01-05,organic,mobile_app
390,81,2025-05-01,paid_ads,mobile_app
391,617,2025-04-13,organic,mobile_web
392,1012,2025-06-28,email,mobile_app
393,249,2025-01-27,direct,desktop
394,893,2025-04-05,organic,mobile_app
395,227,2025-03-09,organic,mobile_app
396,847,2025-05-14,email,mobile_web
397,154,2025-01-04,direct,mobile_app
398,1053,2025-03-21,direct,mobile_web
399,1183,2025-01-28,email,mobile_app
400,398,2025-06-02,paid_ads,mobile_app
401,194,2025-06-09,organic,desktop
402,722,2025-05-06,direct,mobile_web
403,468,2025-02-07,paid_ads,mobile_app
404,992,2025-06-13,organic,mobile_web
405,452,2025-05-08,email,mobile_app
406,566,2025-05-14,paid_ads,mobile_app
407,888,2025-03-30,social,mobile_web
408,1022,2025-06-24,direct,mobile_app
409,1144,2025-03-15,social,mobile_app
410,177,2025-02-20,social,mobile_app
411,596,2025-04-01,organic,mobile_app
412,609,2025-05-20,email,mobile_web
413,895,2025-06-27,organic,mobile_app
414,733,2025-04-18,paid_ads,mobile_app
415,601,2025-02-02,organic,desktop
416,14,2025-02-21,social,mobile_web
417,377,2025-05-20,social,desktop
418,900,2025-04-21,direct,mobile_web
419,753,2025-06-28,social,mobile_app
420,727,2025-04-28,direct,mobile_app
421,733,2025-02-23,paid_ads,desktop
422,800,2025-02-08,paid_ads,mobile_app
423,695,2025-02-05,paid_ads,desktop
424,621,2025-06-15,direct,mobile_app
425,370,2025-06-18,email,desktop
426,475,2025-06-23,organic,mobile_app
427,485,2025-04-09,organic,desktop
428,177,2025-06-21,email,mobile_web
429,148,2025-06-14,paid_ads,mobile_web
430,1145,2025-04-23,direct,mobile_web
431,459,2025-03-06,social,mobile_app
432,1025,2025-05-20,paid_ads,mobile_web
433,676,2025-01-16,direct,mobile_web
434,555,2025-05-08,social,mobile_app
435,881,2025-01-30,social,mobile_app
436,754,2025-01-15,paid_ads,mobile_app
437,1099,2025-01-04,email,desktop
438,981,2025-01-20,email,mobile_web
439,1067,2025-02-23,organic,mobile_web
440,291,2025-04-23,organic,mobile_app
441,616,2025-03-13,social,mobile_app
442,538,2025-01-08,social,mobile_web
443,889,2025-01-15,direct,mobile_web
444,575,2025-01-22,social,desktop
445,26,2025-03-24,organic,mobile_web
446,163,2025-03-22,organic,mobile_web
447,378,2025-05-29,social,desktop
448,724,2025-03-02,email,mobile_app
449,964,2025-01-08,direct,mobile_app
450,1047,2025-05-29,social,mobile_web
451,857,2025-05-16,paid_ads,mobile_app
452,494,2025-04-15,paid_ads,desktop
453,1198,2025-03-15,social,mobile_web
454,259,2025-01-07,direct,desktop
455,93,2025-04-25,organic,desktop
456,758,2025-03-24,social,mobile_app
457,787,2025-02-06,paid_ads,mobile_app
458,432,2025-06-07,paid_ads,mobile_app
459,591,2025-06-05,direct,mobile_app
460,1106,2025-05-06,paid_ads,mobile_app
461,456,2025-05-10,social,mobile_app
462,73,2025-03-04,direct,mobile_web
463,579,2025-01-23,organic,mobile_web
464,992,2025-03-18,paid_ads,desktop
465,860,2025-06-19,direct,mobile_app
466,844,2025-03-10,social,mobile_app
467,838,2025-03-08,organic,mobile_web
468,1098,2025-06-07,organic,mobile_web
469,683,2025-05-22,direct,mobile_web
470,470,2025-04-06,paid_ads,mobile_app
471,774,2025-03-11,email,mobile_app
472,833,2025-06-29,email,mobile_app
473,764,2025-04-26,social,mobile_web
474,814,2025-05-03,social,mobile_app
475,1004,2025-04-14,email,mobile_app
476,660,2025-05-23,paid_ads,mobile_app
477,857,2025-04-22,paid_ads,mobile_app
478,556,2025-04-06,paid_ads,mobile_web
479,21,2025-05-01,paid_ads,mobile_app
480,29,2025-04-20,direct,mobile_app
481,429,2025-02-25,organic,mobile_web
482,301,2025-01-01,organic,mobile_app
483,872,2025-05-09,social,mobile_app
484,773,2025-04-01,social,mobile_web
485,1087,2025-02-24,organic,mobile_web
486,293,2025-05-06,social,mobile_web
487,392,2025-01-03,paid_ads,mobile_app
488,560,2025-05-03,organic,mobile_app
489,519,2025-05-27,organic,mobile_app
490,170,2025-01-15,paid_ads,desktop
491,644,2025-02-19,organic,mobile_app
492,649,2025-05-31,direct,mobile_app
493,186,2025-03-23,organic,mobile_app
494,272,2025-03-15,paid_ads,mobile_app
495,350,2025-04-09,organic,desktop
496,661,2025-01-03,social,mobile_web
497,935,2025-04-13,email,mobile_web
498,821,2025-02-12,email,mobile_app
499,379,2025-01-24,organic,mobile_app
500,264,2025-04-13,paid_ads,desktop
501,816,2025-02-05,direct,mobile_web
502,170,2025-06-17,paid_ads,mobile_web
503,330,2025-04-09,paid_ads,mobile_web
504,748,2025-04-19,organic,mobile_app
505,49,2025-04-02,email,mobile_app
506,1073,2025-03-25,email,mobile_app
507,888,2025-05-27,direct,mobile_web
508,425,2025-02-03,organic,mobile_app
509,26,2025-04-24,paid_ads,mobile_app
510,1022,2025-06-22,organic,mobile_web
511,342,2025-04-17,email,mobile_web
512,1140,2025-04-07,social,desktop
513,1169,2025-04-13,paid_ads,desktop
514,217,2025-06-12,social,mobile_web
515,804,2025-04-29,organic,mobile_app
516,322,2025-03-15,direct,mobile_app
517,47,2025-06-17,social,desktop
518,396,2025-04-05,direct,mobile_app
519,1065,2025-01-19,direct,desktop
520,1101,2025-06-15,organic,mobile_web
521,902,2025-02-07,paid_ads,mobile_app
522,229,2025-06-18,social,mobile_app
523,989,2025-06-14,organic,mobile_app
524,1007,2025-03-29,social,mobile_web
525,317,2025-02-07,social,mobile_web
526,320,2025-05-14,email,mobile_app
527,1074,2025-04-04,direct,mobile_web
528,502,2025-02-15,organic,mobile_web
529,654,2025-05-03,social,mobile_app
530,20,2025-01-29,email,desktop
531,614,2025-03-29,organic,mobile_app
532,1104,2025-01-28,social,mobile_app
533,667,2025-06-17,direct,desktop
534,1154,2025-04-14,paid_ads,mobile_app
535,604,2025-04-20,social,mobile_app
536,998,2025-05-31,organic,desktop
537,1141,2025-01-06,paid_ads,mobile_app
538,643,2025-04-25,direct,mobile_app
539,523,2025-02-05,email,desktop
540,1033,2025-05-18,direct,mobile_app
541,677,2025-03-28,organic,mobile_web
542,886,2025-03-17,direct,mobile_app
543,39,2025-02-08,organic,mobile_app
544,869,2025-02-25,direct,mobile_app
545,247,2025-04-02,direct,mobile_web
546,523,2025-01-05,paid_ads,desktop
547,820,2025-04-03,direct,mobile_app
548,859,2025-02-08,organic,desktop
549,225,2025-02-22,social,mobile_app
550,324,2025-02-27,organic,mobile_app
551,231,2025-04-17,direct,mobile_app
552,828,2025-03-05,paid_ads,mobile_web
553,789,2025-02-16,email,mobile_web
554,705,2025-05-28,organic,desktop
555,929,2025-01-31,email,mobile_app
556,198,2025-05-13,social,mobile_app
557,874,2025-02-02,email,desktop
558,228,2025-02-02,organic,mobile_web
559,725,2025-05-25,paid_ads,mobile_web
560,312,2025-04-19,email,desktop
561,329,2025-03-04,social,mobile_web
562,311,2025-03-12,organic,mobile_app
563,700,2025-01-11,direct,desktop
564,232,2025-02-13,email,mobile_app
565,1041,2025-03-06,paid_ads,mobile_web
566,784,2025-06-14,organic,mobile_app
567,807,2025-06-15,social,mobile_app
568,510,2025-03-25,organic,mobile_web
569,539,2025-05-23,social,mobile_app
570,649,2025-01-24,social,mobile_app
571,1148,2025-02-15,paid_ads,mobile_web
572,407,2025-06-19,organic,mobile_web
573,504,2025-03-12,email,mobile_web
574,845,2025-04-13,organic,mobile_app
575,276,2025-06-29,paid_ads,desktop
576,1097,2025-06-04,paid_ads,mobile_web
577,118,2025-02-07,direct,mobile_app
578,734,2025-01-19,email,mobile_web
579,368,2025-05-07,social,mobile_app
580,517,2025-04-13,paid_ads,mobile_app
581,373,2025-01-25,paid_ads,desktop
582,63,2025-01-31,email,desktop
583,749,2025-05-06,organic,desktop
584,203,2025-06-17,direct,mobile_app
585,1081,2025-01-23,social,mobile_app
586,1170,2025-01-13,email,mobile_web
587,1042,2025-04-05,paid_ads,mobile_app
588,422,2025-03-16,direct,mobile_app
589,420,2025-03-11,direct,mobile_web
590,264,2025-06-13,social,mobile_app
591,536,2025-02-21,organic,mobile_app
592,893,2025-02-06,email,mobile_app
593,143,2025-03-15,direct,mobile_web
594,759,2025-06-25,organic,desktop
595,707,2025-05-03,direct,mobile_web
596,1109,2025-02-02,direct,desktop
597,863,2025-04-26,direct,mobile_app
598,805,2025-06-16,organic,mobile_app
599,845,2025-05-22,organic,mobile_app
600,997,2025-06-06,paid_ads,desktop
601,176,2025-01-14,organic,desktop
602,1195,2025-03-28,direct,mobile_app
603,350,2025-04-03,social,mobile_web
604,657,2025-01-22,paid_ads,mobile_web
605,1014,2025-04-17,organic,desktop
606,394,2025-01-07,paid_ads,desktop
607,107,2025-03-09,email,mobile_web
608,22,2025-04-08,social,mobile_app
609,701,2025-03-08,organic,mobile_app
610,233,2025-01-28,organic,mobile_app
611,179,2025-01-04,direct,mobile_app
612,944,2025-06-20,email,mobile_app
613,907,2025-02-15,organic,mobile_app
614,494,2025-06-24,paid_ads,mobile_web
615,133,2025-01-16,organic,mobile_app
616,759,2025-03-22,paid_ads,mobile_web
617,313,2025-04-18,organic,mobile_web
618,310,2025-01-25,email,mobile_app
619,999,2025-01-28,direct,mobile_app
620,37,2025-02-23,paid_ads,mobile_app
621,261,2025-05-27,direct,mobile_web
622,642,2025-02-07,paid_ads,mobile_app
623,121,2025-01-01,paid_ads,mobile_app
624,989,2025-03-23,email,mobile_web
625,864,2025-02-07,organic,mobile_app
626,756,2025-04-07,organic,desktop
627,287,2025-03-02,organic,mobile_app
628,811,2025-01-23,social,mobile_app
629,1026,2025-06-12,paid_ads,mobile_app
630,1043,2025-02-24,direct,mobile_app
631,622,2025-06-10,paid_ads,mobile_app
632,517,2025-01-04,organic,mobile_app
633,160,2025-01-08,email,desktop
634,246,2025-02-22,paid_ads,mobile_app
635,845,2025-01-12,organic,mobile_app
636,1001,2025-01-13,social,mobile_web
637,299,2025-04-15,paid_ads,mobile_web
638,178,2025-03-27,email,desktop
639,859,2025-05-20,direct,desktop
640,338,2025-03-27,social,mobile_web
641,218,2025-02-09,organic,mobile_web
642,138,2025-04-19,organic,desktop
643,524,2025-04-09,social,desktop
644,193,2025-03-03,paid_ads,mobile_web
645,519,2025-05-06,email,mobile_web
646,158,2025-01-02,organic,mobile_app
647,362,2025-02-16,social,mobile_app
648,1196,2025-04-24,direct,mobile_app
649,858,2025-05-23,paid_ads,mobile_app
650,1142,2025-06-18,organic,mobile_app
651,203,2025-06-10,organic,mobile_web
652,300,2025-02-07,social,desktop
653,741,2025-04-15,direct,desktop
654,323,2025-05-08,organic,mobile_app
655,700,2025-03-25,paid_ads,mobile_app
656,1048,2025-06-26,paid_ads,mobile_web
657,1176,2025-06-27,organic,mobile_app
658,869,2025-06-06,social,mobile_app
659,605,2025-05-19,organic,mobile_web
660,1018,2025-03-11,paid_ads,mobile_app
661,1014,2025-05-30,paid_ads,desktop
662,408,2025-06-10,organic,desktop
663,568,2025-02-26,paid_ads,mobile_app
664,785,2025-02-11,organic,mobile_web
665,553,2025-03-05,social,mobile_app
666,48,2025-06-22,email,mobile_app
667,1154,2025-04-26,organic,mobile_web
668,782,2025-01-24,paid_ads,mobile_web
669,1133,2025-03-07,organic,mobile_app
670,361,2025-04-19,paid_ads,mobile_app
671,1094,2025-04-05,organic,mobile_app
672,1052,2025-01-15,social,mobile_app
673,1128,2025-05-15,email,mobile_app
674,845,2025-01-07,paid_ads,mobile_app
675,302,2025-02-05,paid_ads,mobile_web
676,518,2025-04-30,paid_ads,mobile_app
677,208,2025-04-30,paid_ads,mobile_app
678,888,2025-05-12,organic,mobile_app
679,669,2025-05-13,paid_ads,mobile_app
680,677,2025-06-12,social,mobile_app
681,399,2025-02-08,paid_ads,mobile_app
682,763,2025-03-08,direct,desktop
683,678,2025-02-09,email,mobile_app
684,951,2025-06-28,direct,desktop
685,684,2025-03-02,direct,mobile_app
686,812,2025-03-02,email,mobile_app
687,207,2025-01-03,organic,mobile_web
688,312,2025-02-15,direct,mobile_app
689,801,2025-03-10,social,mobile_app
690,147,2025-01-17,social,mobile_app
691,323,2025-01-25,email,mobile_web
692,1043,2025-04-13,paid_ads,mobile_web
