order_item_id,order_id,product_id,quantity,item_price,line_amount,item_status
348,189,1042,2,235.0,470.0,fulfilled
349,190,1038,1,50.0,50.0,fulfilled
350,191,1128,1,207.0,207.0,rejected_substitution
351,191,1074,2,153.0,306.0,fulfilled
352,192,1013,1,97.0,97.0,fulfilled
353,193,1014,2,94.0,188.0,fulfilled
354,193,1106,2,337.0,674.0,fulfilled
355,194,1143,1,259.0,259.0,fulfilled
356,195,1007,2,108.0,216.0,fulfilled
357,196,1117,1,61.0,61.0,fulfilled
358,196,1005,2,155.0,310.0,out_of_stock_removed
359,196,1134,2,935.0,1870.0,fulfilled
360,197,1136,2,393.0,786.0,fulfilled
361,197,1009,1,169.0,169.0,fulfilled
362,198,1113,1,185.0,185.0,fulfilled
363,198,1023,1,87.0,87.0,substituted
364,199,1070,2,303.0,606.0,fulfilled
365,200,1022,1,240.0,240.0,fulfilled
366,201,1140,1,240.0,240.0,fulfilled
367,201,1097,1,336.0,336.0,fulfilled
368,201,1031,1,159.0,159.0,fulfilled
369,201,1128,2,207.0,414.0,fulfilled
370,201,1136,1,393.0,393.0,fulfilled
371,202,1136,1,393.0,393.0,fulfilled
372,203,1091,1,311.0,311.0,fulfilled
373,203,1071,1,423.0,423.0,fulfilled
374,204,1131,1,143.0,143.0,fulfilled
375,204,1132,1,296.0,296.0,fulfilled
376,205,1099,2,338.0,676.0,fulfilled
377,206,1119,1,172.0,172.0,fulfilled
378,207,1133,1,586.0,586.0,fulfilled
379,208,1043,1,80.0,80.0,fulfilled
380,209,1116,1,486.0,486.0,fulfilled
381,210,1015,2,115.0,230.0,fulfilled
382,210,1091,1,311.0,311.0,fulfilled
383,210,1086,1,62.0,62.0,fulfilled
384,211,1015,1,115.0,115.0,fulfilled
385,212,1024,2,236.0,472.0,fulfilled
386,213,1143,2,259.0,518.0,substituted
387,213,1050,2,125.0,250.0,fulfilled
388,214,1128,2,207.0,414.0,fulfilled
389,214,1005,2,155.0,310.0,fulfilled
390,215,1080,1,187.0,187.0,fulfilled
391,215,1015,1,115.0,115.0,fulfilled
392,215,1093,2,288.0,576.0,fulfilled
393,216,1112,3,610.0,1830.0,fulfilled
394,216,1042,1,235.0,235.0,substituted
395,217,1143,1,259.0,259.0,fulfilled
396,217,1146,1,911.0,911.0,fulfilled
397,217,1139,1,83.0,83.0,fulfilled
398,218,1063,1,165.0,165.0,fulfilled
399,218,1001,1,36.0,36.0,out_of_stock_removed
400,219,1141,1,664.0,664.0,fulfilled
401,219,1007,1,108.0,108.0,fulfilled
402,220,1141,1,664.0,664.0,substituted
403,221,1005,1,155.0,155.0,out_of_stock_removed
404,221,1140,1,240.0,240.0,fulfilled
405,222,1004,3,36.0,108.0,fulfilled
406,222,1121,1,549.0,549.0,fulfilled
407,223,1061,1,310.0,310.0,fulfilled
408,224,1085,2,200.0,400.0,fulfilled
409,225,1002,1,186.0,186.0,fulfilled
410,225,1091,1,311.0,311.0,fulfilled
411,225,1096,1,251.0,251.0,fulfilled
412,225,1141,1,664.0,664.0,fulfilled
413,226,1143,1,259.0,259.0,rejected_substitution
414,226,1116,1,486.0,486.0,fulfilled
415,226,1140,1,240.0,240.0,fulfilled
416,227,1131,1,143.0,143.0,fulfilled
417,227,1047,1,102.0,102.0,fulfilled
418,228,1017,1,198.0,198.0,out_of_stock_removed
419,229,1015,2,115.0,230.0,fulfilled
420,229,1026,1,210.0,210.0,out_of_stock_removed
421,229,1019,1,224.0,224.0,fulfilled
422,230,1133,2,586.0,1172.0,fulfilled
423,231,1001,1,36.0,36.0,fulfilled
424,232,1045,1,114.0,114.0,fulfilled
425,233,1127,1,633.0,633.0,fulfilled
426,234,1071,1,423.0,423.0,fulfilled
427,234,1008,1,51.0,51.0,fulfilled
428,234,1103,3,220.0,660.0,fulfilled
429,234,1057,2,156.0,312.0,fulfilled
430,235,1080,1,187.0,187.0,fulfilled
431,235,1131,1,143.0,143.0,fulfilled
432,235,1079,1,90.0,90.0,fulfilled
433,236,1015,1,115.0,115.0,fulfilled
434,237,1137,1,532.0,532.0,fulfilled
435,237,1006,1,31.0,31.0,fulfilled
436,237,1034,2,70.0,140.0,fulfilled
437,237,1136,2,393.0,786.0,fulfilled
438,238,1131,1,143.0,143.0,fulfilled
439,238,1016,1,179.0,179.0,fulfilled
440,239,1072,1,76.0,76.0,fulfilled
441,240,1001,1,36.0,36.0,fulfilled
442,240,1005,1,155.0,155.0,fulfilled
443,241,1141,2,664.0,1328.0,fulfilled
444,241,1042,1,235.0,235.0,substituted
445,241,1027,1,44.0,44.0,substituted
446,242,1071,1,423.0,423.0,fulfilled
447,242,1038,1,50.0,50.0,fulfilled
448,243,1046,1,31.0,31.0,fulfilled
449,244,1140,2,240.0,480.0,fulfilled
450,245,1125,1,667.0,667.0,fulfilled
451,246,1046,2,31.0,62.0,fulfilled
452,247,1141,2,664.0,1328.0,fulfilled
453,247,1015,1,115.0,115.0,fulfilled
454,248,1068,3,270.0,810.0,substituted
455,248,1090,1,305.0,305.0,fulfilled
456,248,1015,1,115.0,115.0,out_of_stock_removed
457,249,1143,1,259.0,259.0,fulfilled
458,249,1141,1,664.0,664.0,fulfilled
459,250,1005,3,155.0,465.0,out_of_stock_removed
460,251,1116,1,486.0,486.0,fulfilled
461,252,1015,1,115.0,115.0,out_of_stock_removed
462,253,1078,1,265.0,265.0,rejected_substitution
463,253,1046,2,31.0,62.0,fulfilled
464,254,1033,1,282.0,282.0,rejected_substitution
465,255,1025,2,175.0,350.0,substituted
466,255,1141,1,664.0,664.0,fulfilled
467,256,1069,1,313.0,313.0,fulfilled
468,257,1041,1,309.0,309.0,fulfilled
469,258,1096,1,251.0,251.0,fulfilled
470,258,1128,1,207.0,207.0,fulfilled
471,258,1045,1,114.0,114.0,fulfilled
472,259,1083,2,265.0,530.0,fulfilled
473,260,1016,1,179.0,179.0,substituted
474,261,1015,1,115.0,115.0,out_of_stock_removed
475,261,1136,1,393.0,393.0,fulfilled
476,261,1084,2,45.0,90.0,out_of_stock_removed
477,262,1064,2,255.0,510.0,fulfilled
478,263,1056,1,180.0,180.0,out_of_stock_removed
479,263,1068,1,270.0,270.0,fulfilled
480,263,1142,1,147.0,147.0,rejected_substitution
481,264,1103,1,220.0,220.0,fulfilled
482,264,1094,2,308.0,616.0,fulfilled
483,265,1041,1,309.0,309.0,fulfilled
484,266,1145,1,1144.0,1144.0,rejected_substitution
485,267,1015,2,115.0,230.0,fulfilled
486,268,1143,1,259.0,259.0,fulfilled
487,268,1142,1,147.0,147.0,fulfilled
488,269,1070,3,303.0,909.0,fulfilled
489,270,1003,2,127.0,254.0,fulfilled
490,270,1097,1,336.0,336.0,fulfilled
491,271,1118,1,93.0,93.0,fulfilled
492,272,1143,1,259.0,259.0,fulfilled
493,272,1065,2,388.0,776.0,fulfilled
494,273,1041,1,309.0,309.0,fulfilled
495,273,1005,1,155.0,155.0,fulfilled
496,273,1070,1,303.0,303.0,fulfilled
497,274,1136,2,393.0,786.0,fulfilled
498,275,1118,1,93.0,93.0,fulfilled
499,275,1048,1,136.0,136.0,fulfilled
500,275,1071,1,423.0,423.0,fulfilled
501,275,1097,1,336.0,336.0,fulfilled
502,276,1055,1,91.0,91.0,fulfilled
503,276,1024,1,236.0,236.0,fulfilled
504,276,1076,1,312.0,312.0,fulfilled
505,276,1143,2,259.0,518.0,fulfilled
506,277,1091,1,311.0,311.0,fulfilled
507,277,1023,1,87.0,87.0,fulfilled
508,278,1016,1,179.0,179.0,fulfilled
509,279,1090,1,305.0,305.0,fulfilled
510,279,1003,1,127.0,127.0,fulfilled
511,280,1091,1,311.0,311.0,fulfilled
512,281,1057,1,156.0,156.0,fulfilled
513,281,1085,1,200.0,200.0,fulfilled
514,281,1136,2,393.0,786.0,rejected_substitution
515,281,1115,1,460.0,460.0,fulfilled
516,282,1045,2,114.0,228.0,fulfilled
517,283,1128,1,207.0,207.0,fulfilled
518,284,1024,1,236.0,236.0,fulfilled
519,285,1004,2,36.0,72.0,fulfilled
520,286,1017,2,198.0,396.0,fulfilled
521,286,1048,1,136.0,136.0,fulfilled
522,287,1080,1,187.0,187.0,fulfilled
523,288,1075,1,161.0,161.0,fulfilled
524,288,1012,1,192.0,192.0,fulfilled
525,288,1097,2,336.0,672.0,fulfilled
526,288,1070,2,303.0,606.0,fulfilled
527,288,1128,1,207.0,207.0,fulfilled
528,289,1061,2,310.0,620.0,fulfilled
529,289,1028,1,311.0,311.0,fulfilled
530,290,1139,1,83.0,83.0,fulfilled
531,290,1049,2,59.0,118.0,fulfilled
532,290,1141,2,664.0,1328.0,fulfilled
533,291,1019,2,224.0,448.0,substituted
534,291,1014,1,94.0,94.0,fulfilled
535,291,1095,2,746.0,1492.0,fulfilled
536,291,1142,1,147.0,147.0,fulfilled
537,292,1047,1,102.0,102.0,fulfilled
538,292,1007,2,108.0,216.0,fulfilled
539,292,1047,2,102.0,204.0,fulfilled
540,293,1121,1,549.0,549.0,fulfilled
541,293,1079,1,90.0,90.0,fulfilled
542,293,1010,2,254.0,508.0,fulfilled
543,294,1143,1,259.0,259.0,fulfilled
544,294,1015,1,115.0,115.0,out_of_stock_removed
545,294,1070,1,303.0,303.0,fulfilled
546,295,1007,3,108.0,324.0,fulfilled
547,295,1015,1,115.0,115.0,fulfilled
548,296,1132,3,296.0,888.0,fulfilled
549,297,1111,1,60.0,60.0,fulfilled
550,298,1118,1,93.0,93.0,fulfilled
551,299,1056,1,180.0,180.0,fulfilled
552,299,1141,2,664.0,1328.0,fulfilled
553,299,1132,1,296.0,296.0,fulfilled
554,300,1138,1,304.0,304.0,fulfilled
555,300,1132,3,296.0,888.0,fulfilled
556,300,1031,1,159.0,159.0,fulfilled
557,301,1070,1,303.0,303.0,fulfilled
558,302,1086,1,62.0,62.0,fulfilled
559,302,1096,1,251.0,251.0,fulfilled
560,303,1070,1,303.0,303.0,fulfilled
561,304,1087,2,341.0,682.0,fulfilled
562,305,1069,1,313.0,313.0,fulfilled
563,305,1126,3,376.0,1128.0,fulfilled
564,305,1070,2,303.0,606.0,fulfilled
565,305,1050,1,125.0,125.0,fulfilled
566,306,1038,3,50.0,150.0,substituted
567,306,1024,1,236.0,236.0,fulfilled
568,306,1099,1,338.0,338.0,fulfilled
569,306,1003,1,127.0,127.0,fulfilled
570,307,1015,1,115.0,115.0,fulfilled
571,308,1015,1,115.0,115.0,fulfilled
572,309,1015,1,115.0,115.0,fulfilled
573,309,1141,1,664.0,664.0,fulfilled
574,310,1141,1,664.0,664.0,rejected_substitution
575,311,1019,1,224.0,224.0,substituted
576,311,1113,1,185.0,185.0,fulfilled
577,312,1114,2,156.0,312.0,fulfilled
578,312,1084,1,45.0,45.0,fulfilled
579,312,1125,1,667.0,667.0,fulfilled
580,313,1015,1,115.0,115.0,out_of_stock_removed
581,314,1131,1,143.0,143.0,fulfilled
582,314,1019,1,224.0,224.0,substituted
583,315,1104,1,737.0,737.0,fulfilled
584,315,1010,1,254.0,254.0,fulfilled
585,315,1141,1,664.0,664.0,fulfilled
586,316,1007,1,108.0,108.0,fulfilled
587,316,1034,1,70.0,70.0,fulfilled
588,317,1048,1,136.0,136.0,out_of_stock_removed
589,318,1043,1,80.0,80.0,fulfilled
590,319,1112,1,610.0,610.0,fulfilled
591,320,1136,2,393.0,786.0,fulfilled
592,321,1093,1,288.0,288.0,fulfilled
593,321,1081,1,37.0,37.0,fulfilled
594,322,1143,3,259.0,777.0,substituted
595,323,1074,1,153.0,153.0,rejected_substitution
596,323,1132,1,296.0,296.0,fulfilled
597,323,1128,1,207.0,207.0,fulfilled
598,324,1140,1,240.0,240.0,fulfilled
599,324,1035,1,297.0,297.0,fulfilled
600,325,1041,1,309.0,309.0,fulfilled
601,325,1019,1,224.0,224.0,fulfilled
