event_id,session_id,stage,product_id,event_time
88,15,product_view,1015,2025-01-02 08:57:00
89,16,session_start,,2025-06-13 21:28:00
90,16,product_view,1138,2025-06-13 21:29:00
91,16,product_view,1031,2025-06-13 21:30:00
92,16,product_view,1136,2025-06-13 21:31:00
93,16,product_view,1126,2025-06-13 21:32:00
94,16,product_view,1093,2025-06-13 21:33:00
95,16,product_view,1121,2025-06-13 21:34:00
96,16,add_to_cart,1136,2025-06-13 21:35:00
97,16,add_to_cart,1121,2025-06-13 21:36:00
98,16,checkout_start,,2025-06-13 21:37:00
99,16,order_placed,,2025-06-13 21:38:00
100,17,session_start,,2025-05-30 17:22:00
101,18,session_start,,2025-04-27 18:36:00
102,18,product_view,1019,2025-04-27 18:37:00
103,18,product_view,1132,2025-04-27 18:38:00
104,18,add_to_cart,1019,2025-04-27 18:39:00
105,18,add_to_cart,1132,2025-04-27 18:40:00
106,19,session_start,,2025-05-28 14:44:00
107,19,product_view,1013,2025-05-28 14:45:00
108,19,product_view,1059,2025-05-28 14:46:00
109,19,product_view,1023,2025-05-28 14:47:00
110,19,product_view,1056,2025-05-28 14:48:00
111,19,add_to_cart,1013,2025-05-28 14:49:00
112,19,add_to_cart,1059,2025-05-28 14:50:00
113,19,add_to_cart,1056,2025-05-28 14:51:00
114,19,checkout_start,,2025-05-28 14:52:00
115,19,order_placed,,2025-05-28 14:53:00
116,20,session_start,,2025-03-29 08:35:00
117,21,session_start,,2025-05-27 14:11:00
118,22,session_start,,2025-03-03 14:13:00
119,22,product_view,1139,2025-03-03 14:14:00
120,22,product_view,1050,2025-03-03 14:15:00
121,22,add_to_cart,1050,2025-03-03 14:16:00
122,22,checkout_start,,2025-03-03 14:17:00
123,23,session_start,,2025-05-19 07:54:00
124,23,product_view,1072,2025-05-19 07:55:00
125,23,product_view,1051,2025-05-19 07:56:00
126,23,product_view,1089,2025-05-19 07:57:00
127,23,product_view,1001,2025-05-19 07:58:00
128,23,product_view,1140,2025-05-19 07:59:00
129,23,add_to_cart,1072,2025-05-19 08:00:00
130,23,add_to_cart,1001,2025-05-19 08:01:00
131,23,checkout_start,,2025-05-19 08:02:00
132,23,order_placed,,2025-05-19 08:03:00
133,24,session_start,,2025-06-22 12:24:00
134,25,session_start,,2025-02-17 23:16:00
135,25,product_view,1120,2025-02-17 23:17:00
136,25,product_view,1080,2025-02-17 23:18:00
137,25,product_view,1131,2025-02-17 23:19:00
138,25,product_view,1028,2025-02-17 23:20:00
139,26,session_start,,2025-05-28 13:52:00
140,26,product_view,1083,2025-05-28 13:53:00
141,26,product_view,1097,2025-05-28 13:54:00
142,26,product_view,1099,2025-05-28 13:55:00
143,26,add_to_cart,1083,2025-05-28 13:56:00
144,26,checkout_start,,2025-05-28 13:57:00
145,26,order_placed,,2025-05-28 13:58:00
146,27,session_start,,2025-05-26 07:25:00
147,27,product_view,1141,2025-05-26 07:26:00
148,27,product_view,1048,2025-05-26 07:27:00
149,28,session_start,,2025-04-03 23:35:00
150,29,session_start,,2025-03-31 12:36:00
151,30,session_start,,2025-04-01 16:43:00
152,30,product_view,1041,2025-04-01 16:44:00
153,30,product_view,1141,2025-04-01 16:45:00
154,30,product_view,1108,2025-04-01 16:46:00
155,30,product_view,1111,2025-04-01 16:47:00
156,30,product_view,1066,2025-04-01 16:48:00
157,30,product_view,1032,2025-04-01 16:49:00
158,31,session_start,,2025-03-23 15:45:00
159,31,product_view,1086,2025-03-23 15:46:00
160,31,product_view,1010,2025-03-23 15:47:00
161,31,product_view,1126,2025-03-23 15:48:00
162,31,product_view,1105,2025-03-23 15:49:00
163,31,product_view,1130,2025-03-23 15:50:00
164,31,product_view,1082,2025-03-23 15:51:00
165,31,add_to_cart,1010,2025-03-23 15:52:00
166,31,add_to_cart,1105,2025-03-23 15:53:00
167,31,add_to_cart,1130,2025-03-23 15:54:00
168,31,add_to_cart,1082,2025-03-23 15:55:00
169,32,session_start,,2025-01-25 08:59:00
170,33,session_start,,2025-05-15 08:06:00
171,33,product_view,1132,2025-05-15 08:07:00
172,33,product_view,1124,2025-05-15 08:08:00
173,33,add_to_cart,1124,2025-05-15 08:09:00
174,34,session_start,,2025-02-13 06:02:00
175,34,product_view,1146,2025-02-13 06:03:00
176,34,product_view,1111,2025-02-13 06:04:00
177,34,product_view,1032,2025-02-13 06:05:00
178,34,add_to_cart,1032,2025-02-13 06:06:00
179,35,session_start,,2025-06-11 19:33:00
180,35,product_view,1091,2025-06-11 19:34:00
181,35,product_view,1080,2025-06-11 19:35:00
182,35,product_view,1053,2025-06-11 19:36:00
183,35,product_view,1083,2025-06-11 19:37:00
184,35,product_view,1114,2025-06-11 19:38:00
185,35,add_to_cart,1080,2025-06-11 19:39:00
186,35,add_to_cart,1083,2025-06-11 19:40:00
187,36,session_start,,2025-06-26 21:48:00
188,36,product_view,1020,2025-06-26 21:49:00
189,37,session_start,,2025-02-18 19:56:00
190,38,session_start,,2025-06-15 18:53:00
191,38,product_view,1141,2025-06-15 18:54:00
192,38,product_view,1078,2025-06-15 18:55:00
193,38,product_view,1031,2025-06-15 18:56:00
194,39,session_start,,2025-03-10 19:12:00
195,40,session_start,,2025-04-27 20:17:00
196,40,product_view,1131,2025-04-27 20:18:00
197,40,product_view,1015,2025-04-27 20:19:00
198,40,product_view,1141,2025-04-27 20:20:00
199,40,product_view,1053,2025-04-27 20:21:00
200,40,add_to_cart,1131,2025-04-27 20:22:00
201,40,add_to_cart,1015,2025-04-27 20:23:00
202,40,add_to_cart,1141,2025-04-27 20:24:00
203,40,checkout_start,,2025-04-27 20:25:00
204,40,order_placed,,2025-04-27 20:26:00
205,41,session_start,,2025-01-19 23:30:00
206,41,product_view,1085,2025-01-19 23:31:00
207,41,product_view,1069,2025-01-19 23:32:00
208,41,product_view,1143,2025-01-19 23:33:00
209,41,add_to_cart,1069,2025-01-19 23:34:00
210,41,checkout_start,,2025-01-19 23:35:00
211,41,order_placed,,2025-01-19 23:36:00
212,42,session_start,,2025-03-24 11:40:00
213,43,session_start,,2025-06-13 15:12:00
214,43,product_view,1146,2025-06-13 15:13:00
215,43,add_to_cart,1146,2025-06-13 15:14:00
216,43,checkout_start,,2025-06-13 15:15:00
217,43,order_placed,,2025-06-13 15:16:00
218,44,session_start,,2025-01-11 21:44:00
219,44,product_view,1047,2025-01-11 21:45:00
220,44,product_view,1005,2025-01-11 21:46:00
221,44,product_view,1029,2025-01-11 21:47:00
222,45,session_start,,2025-06-29 23:50:00
223,45,product_view,1005,2025-06-29 23:51:00
224,45,product_view,1052,2025-06-29 23:52:00
225,45,product_view,1063,2025-06-29 23:53:00
226,45,product_view,1023,2025-06-29 23:54:00
227,45,add_to_cart,1063,2025-06-29 23:55:00
228,45,checkout_start,,2025-06-29 23:56:00
229,45,order_placed,,2025-06-29 23:57:00
230,46,session_start,,2025-02-17 23:22:00
231,46,product_view,1140,2025-02-17 23:23:00
232,46,product_view,1045,2025-02-17 23:24:00
233,46,product_view,1123,2025-02-17 23:25:00
234,46,product_view,1103,2025-02-17 23:26:00
235,46,add_to_cart,1140,2025-02-17 23:27:00
236,46,add_to_cart,1045,2025-02-17 23:28:00
237,46,add_to_cart,1103,2025-02-17 23:29:00
238,46,checkout_start,,2025-02-17 23:30:00
239,46,order_placed,,2025-02-17 23:31:00
240,47,session_start,,2025-06-24 21:49:00
241,47,product_view,1140,2025-06-24 21:50:00
242,47,product_view,1115,2025-06-24 21:51:00
243,47,product_view,1072,2025-06-24 21:52:00
244,47,product_view,1132,2025-06-24 21:53:00
245,47,product_view,1094,2025-06-24 21:54:00
246,47,add_to_cart,1140,2025-06-24 21:55:00
247,47,add_to_cart,1072,2025-06-24 21:56:00
248,47,add_to_cart,1132,2025-06-24 21:57:00
249,47,add_to_cart,1094,2025-06-24 21:58:00
250,47,checkout_start,,2025-06-24 21:59:00
251,47,order_placed,,2025-06-24 22:00:00
252,48,session_start,,2025-04-30 07:23:00
253,48,product_view,1055,2025-04-30 07:24:00
254,48,product_view,1002,2025-04-30 07:25:00
255,48,product_view,1141,2025-04-30 07:26:00
256,48,product_view,1108,2025-04-30 07:27:00
257,48,add_to_cart,1108,2025-04-30 07:28:00
258,48,checkout_start,,2025-04-30 07:29:00
259,48,order_placed,,2025-04-30 07:30:00
260,49,session_start,,2025-02-15 23:47:00
261,49,product_view,1132,2025-02-15 23:48:00
262,49,product_view,1057,2025-02-15 23:49:00
263,49,product_view,1050,2025-02-15 23:50:00
264,49,product_view,1142,2025-02-15 23:51:00
265,49,product_view,1116,2025-02-15 23:52:00
266,49,product_view,1076,2025-02-15 23:53:00
267,49,add_to_cart,1132,2025-02-15 23:54:00
268,49,add_to_cart,1057,2025-02-15 23:55:00
269,49,add_to_cart,1116,2025-02-15 23:56:00
270,49,checkout_start,,2025-02-15 23:57:00
271,49,order_placed,,2025-02-15 23:58:00
272,50,session_start,,2025-03-07 17:28:00
273,50,product_view,1015,2025-03-07 17:29:00
274,50,product_view,1015,2025-03-07 17:30:00
275,50,product_view,1117,2025-03-07 17:31:00
276,50,product_view,1015,2025-03-07 17:32:00
277,50,add_to_cart,1015,2025-03-07 17:33:00
278,50,add_to_cart,1117,2025-03-07 17:34:00
279,50,checkout_start,,2025-03-07 17:35:00
280,50,order_placed,,2025-03-07 17:36:00
281,51,session_start,,2025-02-05 14:23:00
282,52,session_start,,2025-01-24 18:36:00
283,53,session_start,,2025-02-14 21:52:00
284,54,session_start,,2025-06-14 15:02:00
285,55,session_start,,2025-03-27 17:56:00
286,56,session_start,,2025-02-28 06:40:00
287,56,product_view,1141,2025-02-28 06:41:00
288,56,product_view,1082,2025-02-28 06:42:00
289,56,product_view,1072,2025-02-28 06:43:00
290,56,product_view,1013,2025-02-28 06:44:00
291,56,add_to_cart,1141,2025-02-28 06:45:00
292,56,add_to_cart,1072,2025-02-28 06:46:00
293,57,session_start,,2025-01-24 13:27:00
294,57,product_view,1128,2025-01-24 13:28:00
295,57,product_view,1007,2025-01-24 13:29:00
296,57,product_view,1003,2025-01-24 13:30:00
297,57,product_view,1130,2025-01-24 13:31:00
298,58,session_start,,2025-02-20 21:25:00
299,59,session_start,,2025-05-15 13:15:00
300,59,product_view,1072,2025-05-15 13:16:00
301,59,product_view,1075,2025-05-15 13:17:00
302,59,product_view,1132,2025-05-15 13:18:00
303,59,product_view,1022,2025-05-15 13:19:00
304,59,add_to_cart,1075,2025-05-15 13:20:00
305,59,add_to_cart,1132,2025-05-15 13:21:00
306,59,checkout_start,,2025-05-15 13:22:00
307,59,order_placed,,2025-05-15 13:23:00
308,60,session_start,,2025-01-22 09:47:00
309,60,product_view,1014,2025-01-22 09:48:00
310,60,product_view,1032,2025-01-22 09:49:00
311,60,product_view,1085,2025-01-22 09:50:00
312,60,product_view,1015,2025-01-22 09:51:00
313,60,product_view,1098,2025-01-22 09:52:00
314,60,add_to_cart,1014,2025-01-22 09:53:00
315,60,add_to_cart,1085,2025-01-22 09:54:00
316,60,add_to_cart,1015,2025-01-22 09:55:00
317,60,checkout_start,,2025-01-22 09:56:00
318,60,order_placed,,2025-01-22 09:57:00
319,61,session_start,,2025-06-28 14:03:00
320,61,product_view,1141,2025-06-28 14:04:00
321,62,session_start,,2025-06-16 18:14:00
322,63,session_start,,2025-03-22 21:55:00
323,63,product_view,1131,2025-03-22 21:56:00
324,64,session_start,,2025-01-11 13:59:00
325,64,product_view,1112,2025-01-11 14:00:00
326,64,product_view,1130,2025-01-11 14:01:00
327,64,product_view,1015,2025-01-11 14:02:00
328,65,session_start,,2025-03-07 18:56:00
329,66,session_start,,2025-02-27 10:21:00
330,67,session_start,,2025-06-23 13:26:00
331,67,product_view,1028,2025-06-23 13:27:00
332,67,product_view,1091,2025-06-23 13:28:00
333,68,session_start,,2025-05-19 12:55:00
334,68,product_view,1145,2025-05-19 12:56:00
335,68,product_view,1082,2025-05-19 12:57:00
336,68,product_view,1143,2025-05-19 12:58:00
337,68,product_view,1058,2025-05-19 12:59:00
338,68,product_view,1040,2025-05-19 13:00:00
339,68,product_view,1128,2025-05-19 13:01:00
340,68,add_to_cart,1143,2025-05-19 13:02:00
341,68,add_to_cart,1128,2025-05-19 13:03:00
342,68,checkout_start,,2025-05-19 13:04:00
343,68,order_placed,,2025-05-19 13:05:00
344,69,session_start,,2025-02-03 11:01:00
345,69,product_view,1108,2025-02-03 11:02:00
346,69,product_view,1102,2025-02-03 11:03:00
347,69,product_view,1144,2025-02-03 11:04:00
348,69,product_view,1096,2025-02-03 11:05:00
349,69,product_view,1070,2025-02-03 11:06:00
350,69,add_to_cart,1108,2025-02-03 11:07:00
351,69,add_to_cart,1102,2025-02-03 11:08:00
352,69,add_to_cart,1096,2025-02-03 11:09:00
353,69,checkout_start,,2025-02-03 11:10:00
354,69,order_placed,,2025-02-03 11:11:00
355,70,session_start,,2025-02-21 12:04:00
356,70,product_view,1135,2025-02-21 12:05:00
357,70,product_view,1112,2025-02-21 12:06:00
358,70,product_view,1072,2025-02-21 12:07:00
359,70,product_view,1142,2025-02-21 12:08:00
360,70,add_to_cart,1135,2025-02-21 12:09:00
361,70,add_to_cart,1072,2025-02-21 12:10:00
362,70,checkout_start,,2025-02-21 12:11:00
363,70,order_placed,,2025-02-21 12:12:00
364,71,session_start,,2025-01-11 13:33:00
365,71,product_view,1015,2025-01-11 13:34:00
366,71,product_view,1086,2025-01-11 13:35:00
367,71,product_view,1020,2025-01-11 13:36:00
368,71,product_view,1056,2025-01-11 13:37:00
369,71,product_view,1131,2025-01-11 13:38:00
370,71,product_view,1114,2025-01-11 13:39:00
371,71,add_to_cart,1020,2025-01-11 13:40:00
372,71,add_to_cart,1056,2025-01-11 13:41:00
373,71,add_to_cart,1131,2025-01-11 13:42:00
374,72,session_start,,2025-01-24 22:07:00
375,72,product_view,1105,2025-01-24 22:08:00
376,72,product_view,1098,2025-01-24 22:09:00
377,72,product_view,1143,2025-01-24 22:10:00
378,72,product_view,1115,2025-01-24 22:11:00
379,72,product_view,1041,2025-01-24 22:12:00
380,72,add_to_cart,1105,2025-01-24 22:13:00
381,72,add_to_cart,1115,2025-01-24 22:14:00
382,72,checkout_start,,2025-01-24 22:15:00
383,73,session_start,,2025-01-30 20:40:00
384,73,product_view,1036,2025-01-30 20:41:00
385,73,product_view,1110,2025-01-30 20:42:00
386,73,product_view,1040,2025-01-30 20:43:00
387,73,product_view,1144,2025-01-30 20:44:00
388,73,product_view,1128,2025-01-30 20:45:00
389,73,add_to_cart,1110,2025-01-30 20:46:00
390,73,add_to_cart,1040,2025-01-30 20:47:00
391,74,session_start,,2025-01-14 19:19:00
392,74,product_view,1117,2025-01-14 19:20:00
393,74,product_view,1131,2025-01-14 19:21:00
394,74,product_view,1051,2025-01-14 19:22:00
395,74,product_view,1056,2025-01-14 19:23:00
396,74,add_to_cart,1117,2025-01-14 19:24:00
397,74,add_to_cart,1051,2025-01-14 19:25:00
398,74,add_to_cart,1056,2025-01-14 19:26:00
399,74,checkout_start,,2025-01-14 19:27:00
400,74,order_placed,,2025-01-14 19:28:00
401,75,session_start,,2025-06-10 23:52:00
402,75,product_view,1131,2025-06-10 23:53:00
403,75,add_to_cart,1131,2025-06-10 23:54:00
404,75,checkout_start,,2025-06-10 23:55:00
405,75,order_placed,,2025-06-10 23:56:00
406,76,session_start,,2025-02-15 11:43:00
407,76,product_view,1037,2025-02-15 11:44:00
408,76,product_view,1096,2025-02-15 11:45:00
409,76,product_view,1063,2025-02-15 11:46:00
410,76,product_view,1131,2025-02-15 11:47:00
411,76,product_view,1142,2025-02-15 11:48:00
412,76,product_view,1001,2025-02-15 11:49:00
413,76,add_to_cart,1096,2025-02-15 11:50:00
414,76,add_to_cart,1063,2025-02-15 11:51:00
415,76,add_to_cart,1131,2025-02-15 11:52:00
416,76,add_to_cart,1142,2025-02-15 11:53:00
417,76,add_to_cart,1001,2025-02-15 11:54:00
418,76,checkout_start,,2025-02-15 11:55:00
419,76,order_placed,,2025-02-15 11:56:00
420,77,session_start,,2025-03-15 19:38:00
421,78,session_start,,2025-04-01 10:39:00
422,78,product_view,1079,2025-04-01 10:40:00
423,78,product_view,1029,2025-04-01 10:41:00
424,78,product_view,1065,2025-04-01 10:42:00
425,78,product_view,1076,2025-04-01 10:43:00
426,78,product_view,1005,2025-04-01 10:44:00
427,78,add_to_cart,1079,2025-04-01 10:45:00
428,78,add_to_cart,1029,2025-04-01 10:46:00
429,78,add_to_cart,1065,2025-04-01 10:47:00
430,79,session_start,,2025-04-16 07:21:00
431,79,product_view,1070,2025-04-16 07:22:00
432,79,product_view,1057,2025-04-16 07:23:00
433,79,product_view,1037,2025-04-16 07:24:00
434,79,product_view,1024,2025-04-16 07:25:00
435,79,product_view,1141,2025-04-16 07:26:00
436,79,product_view,1091,2025-04-16 07:27:00
437,79,add_to_cart,1037,2025-04-16 07:28:00
438,80,session_start,,2025-06-22 21:58:00
439,80,product_view,1068,2025-06-22 21:59:00
440,81,session_start,,2025-03-27 20:50:00
441,81,product_view,1141,2025-03-27 20:51:00
442,81,product_view,1082,2025-03-27 20:52:00
443,81,product_view,1013,2025-03-27 20:53:00
444,81,product_view,1025,2025-03-27 20:54:00
445,81,product_view,1097,2025-03-27 20:55:00
446,81,product_view,1015,2025-03-27 20:56:00
447,81,add_to_cart,1082,2025-03-27 20:57:00
448,81,add_to_cart,1097,2025-03-27 20:58:00
449,81,add_to_cart,1015,2025-03-27 20:59:00
450,81,checkout_start,,2025-03-27 21:00:00
451,81,order_placed,,2025-03-27 21:01:00
452,82,session_start,,2025-01-23 21:56:00
453,82,product_view,1069,2025-01-23 21:57:00
454,82,product_view,1091,2025-01-23 21:58:00
455,82,product_view,1082,2025-01-23 21:59:00
456,82,product_view,1131,2025-01-23 22:00:00
457,82,add_to_cart,1091,2025-01-23 22:01:00
458,82,add_to_cart,1082,2025-01-23 22:02:00
459,82,add_to_cart,1131,2025-01-23 22:03:00
460,83,session_start,,2025-03-29 21:46:00
461,83,product_view,1133,2025-03-29 21:47:00
462,83,product_view,1128,2025-03-29 21:48:00
463,83,product_view,1032,2025-03-29 21:49:00
464,84,session_start,,2025-04-10 22:07:00
465,84,product_view,1118,2025-04-10 22:08:00
466,85,session_start,,2025-01-27 22:49:00
467,86,session_start,,2025-06-13 12:20:00
468,86,product_view,1140,2025-06-13 12:21:00
469,86,product_view,1072,2025-06-13 12:22:00
470,86,product_view,1114,2025-06-13 12:23:00
471,86,add_to_cart,1140,2025-06-13 12:24:00
472,86,add_to_cart,1072,2025-06-13 12:25:00
473,86,add_to_cart,1114,2025-06-13 12:26:00
474,86,checkout_start,,2025-06-13 12:27:00
475,86,order_placed,,2025-06-13 12:28:00
476,87,session_start,,2025-03-28 23:28:00
477,87,product_view,1111,2025-03-28 23:29:00
478,88,session_start,,2025-04-11 11:45:00
479,88,product_view,1078,2025-04-11 11:46:00
480,88,product_view,1037,2025-04-11 11:47:00
481,88,product_view,1041,2025-04-11 11:48:00
482,88,product_view,1050,2025-04-11 11:49:00
483,88,product_view,1007,2025-04-11 11:50:00
484,88,add_to_cart,1078,2025-04-11 11:51:00
485,88,add_to_cart,1050,2025-04-11 11:52:00
486,89,session_start,,2025-06-28 20:06:00
487,89,product_view,1068,2025-06-28 20:07:00
488,89,product_view,1020,2025-06-28 20:08:00
489,89,product_view,1111,2025-06-28 20:09:00
490,89,product_view,1043,2025-06-28 20:10:00
491,89,product_view,1128,2025-06-28 20:11:00
492,89,product_view,1092,2025-06-28 20:12:00
493,89,add_to_cart,1068,2025-06-28 20:13:00
494,89,add_to_cart,1111,2025-06-28 20:14:00
495,89,checkout_start,,2025-06-28 20:15:00
496,89,order_placed,,2025-06-28 20:16:00
497,90,session_start,,2025-01-28 16:35:00
498,90,product_view,1101,2025-01-28 16:36:00
499,90,product_view,1019,2025-01-28 16:37:00
500,90,product_view,1115,2025-01-28 16:38:00
501,91,session_start,,2025-06-27 19:50:00
502,92,session_start,,2025-03-02 11:42:00
503,93,session_start,,2025-06-02 20:20:00
504,94,session_start,,2025-01-18 09:43:00
505,95,session_start,,2025-01-16 08:13:00
506,96,session_start,,2025-01-01 10:42:00
507,96,product_view,1117,2025-01-01 10:43:00
508,96,product_view,1108,2025-01-01 10:44:00
509,96,product_view,1041,2025-01-01 10:45:00
510,96,product_view,1136,2025-01-01 10:46:00
511,96,product_view,1107,2025-01-01 10:47:00
512,96,add_to_cart,1117,2025-01-01 10:48:00
513,96,checkout_start,,2025-01-01 10:49:00
514,96,order_placed,,2025-01-01 10:50:00
515,97,session_start,,2025-01-16 17:57:00
516,97,product_view,1015,2025-01-16 17:58:00
517,98,session_start,,2025-01-08 13:27:00
518,98,product_view,1078,2025-01-08 13:28:00
519,98,product_view,1012,2025-01-08 13:29:00
520,98,product_view,1019,2025-01-08 13:30:00
521,98,product_view,1038,2025-01-08 13:31:00
522,98,add_to_cart,1078,2025-01-08 13:32:00
523,98,add_to_cart,1012,2025-01-08 13:33:00
524,98,add_to_cart,1019,2025-01-08 13:34:00
525,98,checkout_start,,2025-01-08 13:35:00
526,98,order_placed,,2025-01-08 13:36:00
527,99,session_start,,2025-02-05 19:55:00
528,99,product_view,1102,2025-02-05 19:56:00
529,99,product_view,1028,2025-02-05 19:57:00
530,99,product_view,1131,2025-02-05 19:58:00
531,99,product_view,1093,2025-02-05 19:59:00
532,99,product_view,1103,2025-02-05 20:00:00
533,99,product_view,1041,2025-02-05 20:01:00
534,99,add_to_cart,1102,2025-02-05 20:02:00
535,99,add_to_cart,1028,2025-02-05 20:03:00
536,99,add_to_cart,1041,2025-02-05 20:04:00
537,99,checkout_start,,2025-02-05 20:05:00
538,99,order_placed,,2025-02-05 20:06:00
539,100,session_start,,2025-03-13 20:33:00
540,100,product_view,1132,2025-03-13 20:34:00
541,100,product_view,1003,2025-03-13 20:35:00
542,100,product_view,1137,2025-03-13 20:36:00
543,100,product_view,1056,2025-03-13 20:37:00
544,100,product_view,1141,2025-03-13 20:38:00
545,100,add_to_cart,1056,2025-03-13 20:39:00
546,101,session_start,,2025-05-27 16:26:00
547,101,product_view,1117,2025-05-27 16:27:00
548,101,product_view,1015,2025-05-27 16:28:00
549,101,product_view,1075,2025-05-27 16:29:00
550,102,session_start,,2025-05-27 07:42:00
551,103,session_start,,2025-05-10 08:54:00
552,104,session_start,,2025-03-07 06:47:00
553,104,product_view,1074,2025-03-07 06:48:00
554,104,product_view,1137,2025-03-07 06:49:00
555,104,add_to_cart,1137,2025-03-07 06:50:00
556,104,checkout_start,,2025-03-07 06:51:00
557,104,order_placed,,2025-03-07 06:52:00
558,105,session_start,,2025-06-02 10:53:00
559,105,product_view,1047,2025-06-02 10:54:00
560,105,product_view,1005,2025-06-02 10:55:00
561,105,product_view,1114,2025-06-02 10:56:00
562,105,product_view,1057,2025-06-02 10:57:00
563,105,add_to_cart,1047,2025-06-02 10:58:00
564,106,session_start,,2025-05-02 15:30:00
565,106,product_view,1005,2025-05-02 15:31:00
566,106,product_view,1118,2025-05-02 15:32:00
567,106,product_view,1086,2025-05-02 15:33:00
568,106,product_view,1024,2025-05-02 15:34:00
569,106,product_view,1101,2025-05-02 15:35:00
570,106,add_to_cart,1005,2025-05-02 15:36:00
571,106,add_to_cart,1118,2025-05-02 15:37:00
572,106,add_to_cart,1024,2025-05-02 15:38:00
573,106,add_to_cart,1101,2025-05-02 15:39:00
574,106,checkout_start,,2025-05-02 15:40:00
575,107,session_start,,2025-04-21 14:21:00
576,107,product_view,1024,2025-04-21 14:22:00
577,108,session_start,,2025-06-22 12:33:00
578,108,product_view,1018,2025-06-22 12:34:00
