customer_id,city,signup_date,customer_segment
61,Bengaluru,2024-11-22,returning
62,Bengaluru,2023-05-19,new
63,Bengaluru,2024-03-05,returning
64,Hyderabad,2024-06-10,returning
65,Mumbai,2023-12-24,loyal
66,Hyderabad,2022-09-04,loyal
67,Chennai,2023-08-27,new
68,Bengaluru,2022-07-25,new
69,Hyderabad,2024-10-16,loyal
70,Delhi,2022-08-05,returning
71,Chennai,2023-11-22,loyal
72,Hyderabad,2023-12-24,returning
73,Mumbai,2024-04-06,returning
74,Delhi,2023-02-13,new
75,Pune,2023-12-08,loyal
76,Delhi,2024-09-13,returning
77,Pune,2023-04-08,returning
78,Hyderabad,2023-04-18,new
79,Bengaluru,2022-09-11,returning
80,Bengaluru,2023-03-09,new
81,Bengaluru,2024-11-24,returning
82,Hyderabad,2024-09-24,returning
83,Bengaluru,2023-12-01,returning
84,Delhi,2022-12-03,returning
85,Delhi,2023-05-11,new
86,Mumbai,2023-11-04,loyal
87,Bengaluru,2023-04-12,loyal
88,Delhi,2024-11-29,new
89,Chennai,2023-10-04,loyal
90,Chennai,2024-09-22,returning
91,Bengaluru,2023-03-13,returning
92,Chennai,2024-06-21,loyal
93,Bengaluru,2022-09-11,returning
94,Mumbai,2023-03-16,loyal
95,Delhi,2024-11-11,new
96,Delhi,2024-08-26,new
97,Delhi,2022-09-05,new
98,Pune,2024-05-25,new
99,Hyderabad,2022-11-01,loyal
100,Bengaluru,2024-12-30,loyal
101,Mumbai,2024-08-21,loyal
102,Mumbai,2024-09-11,new
103,Bengaluru,2024-12-17,loyal
104,Bengaluru,2023-05-10,new
105,Hyderabad,2024-11-09,returning
106,Delhi,2024-09-07,returning
107,Bengaluru,2022-10-28,returning
108,Mumbai,2023-09-27,loyal
109,Delhi,2024-11-18,loyal
110,Mumbai,2023-02-27,returning
111,Hyderabad,2024-12-01,returning
112,Bengaluru,2023-11-17,new
113,Pune,2023-01-03,new
114,Bengaluru,2024-10-11,new
115,Bengaluru,2024-08-25,returning
116,Delhi,2023-06-20,returning
117,Mumbai,2023-05-01,returning
118,Bengaluru,2023-04-23,loyal
119,Pune,2024-09-06,returning
120,Mumbai,2022-11-06,loyal
121,Bengaluru,2023-10-19,new
122,Pune,2024-01-20,returning
123,Hyderabad,2022-12-16,returning
124,Bengaluru,2023-02-20,loyal
125,Chennai,2023-01-29,new
126,Hyderabad,2022-09-03,returning
127,Delhi,2022-12-01,loyal
128,Hyderabad,2023-06-12,loyal
129,Bengaluru,2023-06-06,new
130,Pune,2024-01-05,loyal
131,Pune,2023-10-26,returning
132,Mumbai,2024-03-13,returning
133,Mumbai,2023-05-21,new
134,Hyderabad,2023-08-27,new
135,Mumbai,2022-08-20,new
136,Mumbai,2024-03-22,loyal
137,Mumbai,2022-08-20,loyal
138,Mumbai,2023-04-06,returning
139,Mumbai,2024-12-06,returning
140,Bengaluru,2023-01-22,new
141,Delhi,2023-01-13,loyal
142,Hyderabad,2024-01-08,loyal
143,Mumbai,2023-06-02,new
144,Mumbai,2022-12-05,new
145,Mumbai,2022-11-29,returning
146,Bengaluru,2023-09-25,returning
147,Bengaluru,2022-12-25,loyal
148,Hyderabad,2023-05-02,new
149,Delhi,2024-07-24,new
150,Bengaluru,2024-10-10,returning
151,Mumbai,2023-08-23,returning
152,Delhi,2024-05-26,new
153,Hyderabad,2023-10-19,returning
154,Bengaluru,2023-05-05,returning
155,Hyderabad,2024-11-16,loyal
156,Hyderabad,2024-11-06,returning
157,Delhi,2024-05-30,loyal
158,Bengaluru,2024-03-11,new
159,Bengaluru,2022-11-29,new
160,Delhi,2023-07-06,returning
161,Mumbai,2022-09-01,returning
162,Pune,2023-11-22,new
163,Bengaluru,2024-12-13,new
164,Mumbai,2024-02-16,returning
165,Mumbai,2023-01-06,new
166,Hyderabad,2023-11-14,returning
167,Chennai,2022-10-04,returning
168,Chennai,2023-01-26,new
169,Hyderabad,2022-08-21,returning
170,Mumbai,2023-11-18,returning
171,Delhi,2024-02-19,new
172,Hyderabad,2022-10-27,returning
173,Mumbai,2024-09-07,new
174,Bengaluru,2022-10-30,returning
175,Mumbai,2022-09-16,new
176,Hyderabad,2024-09-18,new
177,Hyderabad,2023-04-26,loyal
178,Hyderabad,2024-10-16,loyal
179,Bengaluru,2023-08-15,returning
180,Bengaluru,2023-05-19,loyal
181,Mumbai,2023-06-03,loyal
182,Pune,2024-02-06,returning
183,Bengaluru,2024-07-31,returning
184,Bengaluru,2023-03-27,new
185,Bengaluru,2024-11-05,new
186,Bengaluru,2023-09-17,new
187,Bengaluru,2022-09-03,returning
188,Hyderabad,2022-08-10,returning
189,Bengaluru,2023-12-05,returning
190,Delhi,2022-10-14,new
191,Mumbai,2022-09-25,new
192,Bengaluru,2023-04-23,new
193,Bengaluru,2024-10-30,loyal
194,Bengaluru,2022-08-28,returning
195,Mumbai,2023-08-04,new
196,Bengaluru,2023-01-08,returning
197,Mumbai,2023-07-16,returning
198,Bengaluru,2024-03-18,loyal
199,Mumbai,2023-02-06,loyal
200,Bengaluru,2023-03-11,returning
201,Delhi,2023-06-10,new
202,Pune,2022-12-22,loyal
203,Pune,2023-04-25,returning
204,Mumbai,2023-05-16,loyal
205,Chennai,2024-02-19,returning
206,Hyderabad,2023-11-27,returning
207,Bengaluru,2024-10-07,returning
208,Bengaluru,2022-10-14,new
209,Pune,2023-01-13,returning
210,Chennai,2023-01-31,new
211,Bengaluru,2023-02-15,returning
212,Bengaluru,2023-12-27,loyal
213,Chennai,2024-01-18,returning
214,Chennai,2024-05-15,new
215,Pune,2024-03-05,new
216,Mumbai,2022-11-04,returning
217,Hyderabad,2023-07-12,returning
218,Mumbai,2022-11-09,returning
219,Hyderabad,2024-07-28,loyal
220,Mumbai,2022-11-04,loyal
221,Bengaluru,2022-12-25,returning
222,Delhi,2023-02-09,loyal
223,Bengaluru,2023-04-17,returning
224,Hyderabad,2023-09-30,new
225,Delhi,2022-09-26,loyal
226,Bengaluru,2024-06-17,loyal
227,Bengaluru,2023-10-08,new
228,Mumbai,2023-12-07,returning
229,Pune,2024-07-20,loyal
230,Pune,2024-08-13,new
231,Pune,2023-08-28,returning
232,Delhi,2024-09-18,returning
233,Bengaluru,2024-08-27,loyal
234,Bengaluru,2024-03-28,returning
235,Bengaluru,2022-09-04,loyal
236,Pune,2024-05-19,loyal
237,Bengaluru,2024-12-05,returning
238,Hyderabad,2023-12-16,loyal
239,Hyderabad,2023-12-15,returning
240,Pune,2024-09-22,returning
241,Hyderabad,2022-10-14,new
242,Bengaluru,2022-09-05,loyal
243,Delhi,2022-11-16,returning
244,Pune,2024-12-27,new
245,Pune,2024-05-26,returning
246,Mumbai,2022-12-19,returning
247,Bengaluru,2022-10-30,returning
248,Hyderabad,2024-11-14,returning
249,Bengaluru,2023-04-05,new
250,Mumbai,2023-08-09,new
251,Mumbai,2023-07-24,returning
252,Bengaluru,2024-03-09,returning
253,Mumbai,2024-04-30,new
254,Hyderabad,2023-02-17,loyal
255,Chennai,2024-10-24,returning
256,Chennai,2022-10-19,returning
257,Pune,2023-11-29,new
258,Chennai,2023-12-02,new
259,Bengaluru,2024-12-16,new
260,Delhi,2024-04-30,returning
261,Mumbai,2022-11-03,loyal
262,Hyderabad,2024-08-18,returning
263,Mumbai,2022-09-21,loyal
264,Bengaluru,2023-01-31,returning
265,Hyderabad,2023-03-27,new
266,Delhi,2022-12-30,returning
267,Hyderabad,2024-03-07,loyal
268,Bengaluru,2024-11-20,returning
269,Chennai,2023-11-21,returning
270,Hyderabad,2024-04-17,returning
271,Bengaluru,2024-03-15,loyal
272,Mumbai,2022-07-30,new
273,Bengaluru,2022-10-06,loyal
274,Bengaluru,2022-12-02,loyal
275,Chennai,2024-01-20,returning
276,Bengaluru,2023-08-11,loyal
277,Delhi,2024-04-03,returning
278,Bengaluru,2024-10-13,loyal
279,Mumbai,2024-07-01,returning
280,Bengaluru,2024-10-12,new
281,Mumbai,2023-10-03,returning
282,Bengaluru,2023-01-26,returning
283,Pune,2022-12-19,returning
284,Bengaluru,2023-10-14,loyal
285,Hyderabad,2024-11-04,returning
286,Mumbai,2023-12-26,returning
287,Chennai,2024-07-22,new
288,Delhi,2023-04-20,returning
289,Hyderabad,2024-08-25,loyal
290,Bengaluru,2023-12-23,loyal
291,Mumbai,2024-11-29,returning
292,Bengaluru,2023-12-19,loyal
293,Hyderabad,2023-05-25,returning
294,Mumbai,2024-02-15,new
295,Hyderabad,2024-09-07,new
296,Bengaluru,2023-07-21,returning
297,Delhi,2024-04-08,returning
298,Chennai,2024-05-27,new
299,Hyderabad,2023-08-18,new
300,Bengaluru,2024-10-18,loyal
301,Chennai,2023-10-04,loyal
302,Chennai,2022-08-20,returning
303,Hyderabad,2023-01-06,returning
304,Pune,2024-02-29,returning
305,Mumbai,2023-01-15,loyal
306,Hyderabad,2023-07-31,loyal
307,Hyderabad,2022-10-13,loyal
308,Bengaluru,2024-12-06,returning
309,Delhi,2023-09-11,returning
310,Pune,2023-04-16,new
311,Chennai,2023-11-21,returning
312,Bengaluru,2023-07-13,returning
313,Hyderabad,2023-05-24,loyal
314,Hyderabad,2023-03-16,returning
315,Bengaluru,2023-07-22,loyal
316,Mumbai,2022-10-26,returning
317,Chennai,2022-11-07,returning
318,Hyderabad,2022-07-27,new
319,Bengaluru,2024-07-29,new
320,Hyderabad,2023-01-06,loyal
321,Pune,2023-07-20,loyal
322,Hyderabad,2024-04-20,loyal
323,Hyderabad,2024-03-26,returning
324,Hyderabad,2023-07-05,returning
325,Chennai,2023-05-06,new
326,Mumbai,2023-02-27,loyal
327,Pune,2024-01-22,returning
328,Pune,2022-09-09,new
329,Delhi,2023-03-17,new
330,Delhi,2024-05-31,returning
331,Hyderabad,2023-03-19,loyal
332,Bengaluru,2023-06-23,loyal
333,Hyderabad,2023-08-26,loyal
334,Bengaluru,2023-11-13,new
335,Hyderabad,2024-11-01,returning
336,Hyderabad,2023-09-14,returning
337,Pune,2024-02-16,returning
338,Bengaluru,2022-08-04,returning
339,Bengaluru,2022-11-15,returning
340,Hyderabad,2024-02-10,new
341,Hyderabad,2023-09-29,new
342,Chennai,2024-03-10,loyal
343,Hyderabad,2023-10-31,loyal
344,Pune,2024-07-22,loyal
345,Bengaluru,2022-12-25,loyal
346,Chennai,2023-08-10,returning
347,Bengaluru,2022-07-16,new
348,Mumbai,2023-11-26,loyal
349,Mumbai,2024-05-26,new
350,Mumbai,2024-03-19,loyal
351,Delhi,2023-03-04,new
352,Pune,2024-12-24,returning
353,Delhi,2024-04-06,loyal
354,Hyderabad,2023-12-24,new
355,Hyderabad,2023-06-06,returning
356,Bengaluru,2024-10-18,returning
357,Bengaluru,2023-06-18,loyal
358,Mumbai,2023-02-05,new
359,Bengaluru,2024-09-24,loyal
360,Mumbai,2024-01-20,returning
361,Hyderabad,2024-08-07,returning
362,Hyderabad,2023-08-08,new
363,Bengaluru,2023-01-02,returning
364,Hyderabad,2023-09-22,loyal
365,Bengaluru,2024-08-11,returning
366,Bengaluru,2024-07-19,returning
367,Bengaluru,2022-08-23,returning
368,Mumbai,2022-09-06,returning
369,Bengaluru,2023-06-05,loyal
370,Bengaluru,2023-12-21,new
371,Mumbai,2023-11-02,loyal
372,Pune,2022-12-21,returning
373,Bengaluru,2023-05-01,loyal
374,Chennai,2022-10-23,returning
375,Delhi,2024-05-13,returning
376,Mumbai,2024-07-11,returning
377,Pune,2022-10-31,new
378,Hyderabad,2023-02-04,returning
379,Hyderabad,2023-01-15,new
380,Bengaluru,2024-02-15,returning
381,Bengaluru,2024-06-07,loyal
382,Pune,2023-09-07,returning
383,Delhi,2024-10-30,returning
384,Bengaluru,2023-06-07,returning
385,Bengaluru,2023-07-13,loyal
386,Chennai,2023-09-19,returning
387,Delhi,2024-01-05,loyal
388,Mumbai,2023-02-04,returning
389,Bengaluru,2023-04-18,loyal
390,Mumbai,2024-03-22,new
391,Delhi,2024-03-03,returning
392,Delhi,2023-01-26,returning
393,Mumbai,2024-01-10,loyal
394,Bengaluru,2022-12-25,new
395,Mumbai,2023-02-09,loyal
396,Pune,2023-11-24,loyal
397,Hyderabad,2022-10-01,new
398,Hyderabad,2023-01-01,loyal
399,Bengaluru,2023-03-02,returning
400,Pune,2024-06-09,new
401,Delhi,2023-06-06,new
402,Delhi,2023-04-12,new
403,Mumbai,2024-11-11,returning
404,Hyderabad,2023-03-20,new
405,Delhi,2024-01-29,new
406,Hyderabad,2022-11-04,loyal
407,Bengaluru,2024-07-24,loyal
408,Bengaluru,2022-07-17,returning
409,Chennai,2022-11-19,returning
410,Hyderabad,2023-03-12,loyal
411,Mumbai,2023-03-06,returning
412,Pune,2022-12-23,new
413,Bengaluru,2024-07-06,loyal
414,Chennai,2024-11-25,returning
415,Hyderabad,2023-08-13,returning
416,Chennai,2022-07-23,loyal
417,Bengaluru,2024-12-23,returning
418,Bengaluru,2024-01-24,loyal
419,Mumbai,2023-06-25,loyal
420,Pune,2024-08-17,returning
421,Delhi,2024-06-18,returning
422,Bengaluru,2022-12-15,new
423,Hyderabad,2024-06-25,returning
424,Mumbai,2024-03-05,loyal
425,Mumbai,2024-07-06,returning
426,Pune,2023-11-13,returning
427,Bengaluru,2024-10-05,new
428,Bengaluru,2024-08-11,loyal
429,Bengaluru,2024-12-26,new
430,Bengaluru,2022-11-22,returning
431,Delhi,2023-05-16,new
432,Bengaluru,2023-03-04,new
433,Hyderabad,2023-02-18,returning
434,Delhi,2023-11-13,loyal
435,Delhi,2023-01-12,returning
436,Chennai,2023-03-19,new
437,Hyderabad,2023-04-13,loyal
438,Hyderabad,2023-08-31,returning
439,Bengaluru,2023-04-22,returning
440,Delhi,2023-09-07,loyal
441,Hyderabad,2022-09-09,new
442,Mumbai,2022-11-21,loyal
443,Bengaluru,2023-07-13,returning
444,Chennai,2024-10-14,new
445,Mumbai,2022-09-06,returning
446,Mumbai,2023-05-26,new
447,Mumbai,2022-08-11,new
448,Delhi,2024-06-05,returning
449,Bengaluru,2023-07-29,new
450,Mumbai,2024-08-19,returning
451,Mumbai,2024-11-03,returning
452,Delhi,2024-02-21,returning
453,Hyderabad,2022-09-18,new
454,Hyderabad,2024-10-19,returning
455,Mumbai,2024-10-28,new
456,Chennai,2024-10-23,returning
457,Bengaluru,2024-03-14,loyal
458,Mumbai,2022-11-09,returning
459,Bengaluru,2023-10-29,loyal
460,Pune,2023-09-30,loyal
461,Hyderabad,2023-12-14,loyal
462,Mumbai,2022-07-21,returning
463,Hyderabad,2024-01-11,loyal
464,Mumbai,2023-11-26,returning
465,Pune,2024-05-18,loyal
466,Bengaluru,2024-03-02,returning
467,Mumbai,2023-10-25,loyal
468,Bengaluru,2024-04-23,new
469,Chennai,2024-06-22,returning
470,Hyderabad,2024-09-08,returning
471,Delhi,2023-04-13,loyal
472,Hyderabad,2024-12-16,new
473,Hyderabad,2023-05-04,returning
474,Pune,2023-01-12,new
475,Bengaluru,2024-11-17,new
476,Delhi,2024-05-24,loyal
477,Mumbai,2024-08-11,new
478,Chennai,2022-09-19,returning
479,Mumbai,2023-05-21,returning
480,Hyderabad,2024-02-08,loyal
481,Mumbai,2023-02-25,returning
482,Hyderabad,2024-03-26,loyal
483,Delhi,2022-07-16,new
484,Bengaluru,2023-02-06,returning
485,Chennai,2024-01-15,returning
486,Mumbai,2022-10-20,returning
487,Hyderabad,2023-11-10,returning
488,Mumbai,2022-11-21,new
489,Bengaluru,2024-05-16,returning
490,Bengaluru,2022-09-29,new
491,Chennai,2023-11-06,returning
492,Bengaluru,2024-08-17,new
493,Mumbai,2024-01-29,loyal
494,Bengaluru,2022-08-18,returning
495,Hyderabad,2022-09-05,new
496,Mumbai,2023-02-12,new
497,Hyderabad,2024-10-19,loyal
498,Delhi,2022-12-22,new
499,Pune,2024-06-02,returning
500,Hyderabad,2024-12-17,new
501,Hyderabad,2022-12-04,loyal
502,Chennai,2023-08-30,returning
503,Hyderabad,2023-01-12,loyal
504,Bengaluru,2023-06-16,new
505,Mumbai,2023-09-12,returning
506,Bengaluru,2024-04-09,loyal
507,Hyderabad,2023-09-12,loyal
508,Delhi,2023-09-09,returning
509,Bengaluru,2024-06-07,returning
510,Pune,2023-06-05,returning
511,Bengaluru,2024-12-16,loyal
512,Delhi,2023-05-19,new
513,Bengaluru,2024-06-15,returning
514,Hyderabad,2022-09-01,returning
515,Bengaluru,2023-01-31,loyal
516,Chennai,2023-08-20,returning
517,Bengaluru,2023-08-18,returning
518,Hyderabad,2024-01-07,returning
519,Hyderabad,2023-08-20,loyal
520,Chennai,2023-03-16,returning
521,Pune,2022-08-26,loyal
522,Hyderabad,2023-02-17,new
523,Pune,2024-08-14,new
524,Hyderabad,2023-01-08,new
525,Bengaluru,2023-09-23,returning
526,Chennai,2023-02-19,loyal
527,Bengaluru,2023-02-26,new
528,Bengaluru,2023-06-17,new
529,Bengaluru,2022-12-24,loyal
530,Mumbai,2024-12-15,returning
531,Delhi,2023-10-19,loyal
532,Chennai,2024-09-14,returning
533,Hyderabad,2024-04-30,returning
534,Bengaluru,2022-09-20,loyal
535,Bengaluru,2024-10-13,returning
536,Hyderabad,2023-06-03,returning
537,Delhi,2024-02-29,loyal
538,Chennai,2023-03-04,returning
539,Hyderabad,2024-11-30,returning
540,Bengaluru,2023-06-16,returning
541,Hyderabad,2023-01-13,returning
542,Mumbai,2023-10-15,returning
543,Chennai,2022-08-07,loyal
544,Hyderabad,2024-11-19,loyal
545,Pune,2023-01-24,returning
546,Chennai,2024-11-15,returning
547,Pune,2024-03-20,returning
548,Hyderabad,2024-11-29,loyal
549,Chennai,2024-12-16,returning
550,Pune,2022-11-23,loyal
551,Bengaluru,2024-10-15,returning
552,Pune,2023-06-01,returning
553,Bengaluru,2023-06-28,loyal
554,Delhi,2024-08-11,returning
555,Mumbai,2024-10-13,loyal
556,Hyderabad,2024-11-08,new
557,Bengaluru,2024-10-16,loyal
558,Bengaluru,2023-05-03,loyal
559,Mumbai,2024-12-02,loyal
560,Mumbai,2023-09-28,returning
561,Bengaluru,2023-12-14,returning
562,Bengaluru,2023-02-25,loyal
563,Delhi,2024-03-05,returning
564,Bengaluru,2024-10-09,returning
565,Mumbai,2022-10-22,returning
566,Bengaluru,2024-02-12,new
567,Bengaluru,2024-02-21,loyal
568,Hyderabad,2024-09-19,new
569,Mumbai,2023-09-30,returning
570,Hyderabad,2024-09-18,returning
571,Mumbai,2024-09-28,loyal
572,Bengaluru,2022-08-01,new
573,Delhi,2023-12-01,returning
574,Pune,2023-06-09,loyal
575,Mumbai,2023-05-27,returning
576,Hyderabad,2024-07-12,returning
577,Hyderabad,2023-08-16,new
578,Bengaluru,2024-03-25,returning
579,Bengaluru,2024-10-15,loyal
580,Mumbai,2022-12-25,returning
581,Bengaluru,2024-06-15,new
582,Chennai,2024-12-26,returning
583,Bengaluru,2023-04-07,loyal
584,Bengaluru,2023-10-09,loyal
585,Mumbai,2022-08-05,returning
586,Bengaluru,2024-02-29,loyal
587,Bengaluru,2024-06-10,new
588,Chennai,2023-11-21,new
589,Mumbai,2023-01-21,loyal
590,Hyderabad,2022-10-24,returning
591,Delhi,2022-09-18,returning
592,Hyderabad,2023-06-04,loyal
593,Delhi,2024-07-01,returning
594,Bengaluru,2022-12-19,returning
595,Delhi,2023-10-11,loyal
596,Pune,2024-10-23,loyal
597,Delhi,2023-11-10,new
598,Hyderabad,2024-02-26,returning
599,Bengaluru,2022-12-31,returning
600,Chennai,2023-09-30,returning
601,Mumbai,2023-11-18,loyal
602,Delhi,2022-07-26,returning
603,Chennai,2022-10-15,returning
604,Mumbai,2022-09-23,returning
605,Hyderabad,2024-10-06,new
606,Bengaluru,2023-02-21,returning
607,Mumbai,2024-11-17,returning
608,Bengaluru,2023-03-11,loyal
609,Bengaluru,2022-10-09,new
610,Hyderabad,2024-04-12,returning
611,Mumbai,2023-06-10,returning
612,Bengaluru,2023-10-03,returning
613,Mumbai,2023-02-06,returning
614,Chennai,2024-01-14,returning
615,Bengaluru,2024-03-05,loyal
616,Pune,2024-09-05,returning
617,Bengaluru,2024-01-11,returning
618,Mumbai,2024-06-04,returning
619,Bengaluru,2024-09-24,returning
620,Hyderabad,2024-02-10,new
621,Hyderabad,2023-01-05,loyal
622,Hyderabad,2023-03-10,loyal
623,Hyderabad,2022-12-05,new
624,Bengaluru,2024-07-22,returning
625,Hyderabad,2023-09-16,returning
626,Hyderabad,2024-06-27,returning
627,Hyderabad,2023-11-23,returning
628,Bengaluru,2024-06-13,returning
629,Delhi,2024-12-28,new
630,Delhi,2022-11-23,loyal
631,Hyderabad,2023-05-21,loyal
632,Bengaluru,2024-06-24,new
633,Bengaluru,2024-09-07,loyal
634,Chennai,2023-07-11,returning
635,Mumbai,2023-12-01,returning
636,Bengaluru,2024-01-11,returning
637,Pune,2024-07-09,returning
638,Chennai,2024-03-03,returning
639,Hyderabad,2023-02-13,new
640,Hyderabad,2024-02-24,returning
641,Mumbai,2024-08-10,returning
642,Mumbai,2024-08-13,returning
643,Mumbai,2023-08-22,returning
644,Chennai,2023-03-13,new
645,Bengaluru,2024-07-15,new
646,Pune,2024-02-14,returning
647,Bengaluru,2022-07-30,new
648,Hyderabad,2024-08-15,returning
649,Mumbai,2023-06-06,returning
650,Mumbai,2023-01-31,returning
651,Bengaluru,2023-10-05,new
652,Delhi,2024-12-01,new
653,Bengaluru,2024-11-29,returning
654,Delhi,2024-07-13,returning
655,Delhi,2022-11-02,returning
656,Mumbai,2024-09-08,new
657,Pune,2023-06-25,returning
658,Delhi,2022-09-12,loyal
659,Mumbai,2023-10-08,loyal
660,Delhi,2024-09-19,returning
661,Bengaluru,2024-04-23,loyal
662,Bengaluru,2023-09-29,loyal
663,Bengaluru,2024-10-04,loyal
664,Pune,2022-10-30,new
665,Mumbai,2022-12-08,returning
666,Mumbai,2023-01-05,returning
667,Hyderabad,2023-04-12,new
668,Delhi,2024-06-04,returning
669,Bengaluru,2023-07-06,returning
670,Chennai,2024-02-05,new
671,Bengaluru,2023-05-26,loyal
672,Pune,2023-02-06,new
673,Delhi,2022-11-25,loyal
674,Pune,2024-03-24,new
675,Hyderabad,2022-07-30,new
676,Pune,2024-02-07,loyal
677,Bengaluru,2023-02-09,new
678,Bengaluru,2023-03-26,returning
679,Hyderabad,2023-09-27,loyal
680,Hyderabad,2022-11-06,returning
681,Delhi,2024-03-23,loyal
682,Chennai,2023-09-24,returning
683,Pune,2024-12-30,loyal
684,Delhi,2024-09-28,returning
685,Delhi,2023-02-21,loyal
686,Mumbai,2022-10-10,new
687,Pune,2023-10-20,returning
688,Pune,2024-02-06,returning
689,Hyderabad,2023-05-21,loyal
690,Bengaluru,2022-10-17,returning
691,Hyderabad,2024-11-13,returning
692,Bengaluru,2022-08-29,new
693,Hyderabad,2022-08-07,returning
694,Hyderabad,2023-10-21,returning
695,Pune,2024-08-19,returning
696,Chennai,2022-07-21,new
697,Bengaluru,2023-03-03,new
698,Pune,2023-02-21,new
699,Mumbai,2023-11-23,returning
700,Hyderabad,2022-11-20,returning
701,Hyderabad,2023-01-12,new
702,Hyderabad,2024-10-14,new
703,Bengaluru,2023-02-05,new
704,Pune,2024-01-16,loyal
705,Delhi,2023-10-27,returning
706,Bengaluru,2024-05-12,returning
707,Hyderabad,2024-09-19,returning
708,Hyderabad,2024-03-01,loyal
709,Pune,2022-11-22,returning
710,Hyderabad,2023-02-08,returning
711,Mumbai,2024-12-24,new
712,Delhi,2024-01-08,returning
713,Chennai,2024-07-30,returning
714,Pune,2023-10-06,new
715,Hyderabad,2024-09-21,new
716,Bengaluru,2022-12-16,loyal
717,Delhi,2024-02-14,new
718,Hyderabad,2023-03-13,returning
719,Delhi,2023-04-28,new
720,Hyderabad,2023-01-25,loyal
721,Bengaluru,2022-07-20,returning
722,Hyderabad,2023-07-30,returning
723,Hyderabad,2023-03-12,loyal
724,Mumbai,2024-05-01,new
725,Mumbai,2023-08-09,new
726,Chennai,2024-12-20,loyal
727,Bengaluru,2024-08-19,loyal
728,Bengaluru,2023-10-29,returning
729,Bengaluru,2022-11-12,loyal
730,Hyderabad,2024-10-19,new
731,Hyderabad,2024-04-08,loyal
732,Bengaluru,2022-10-16,new
733,Mumbai,2023-01-03,returning
734,Bengaluru,2023-01-14,returning
735,Mumbai,2023-07-01,new
736,Hyderabad,2024-02-19,loyal
737,Hyderabad,2022-09-27,returning
738,Mumbai,2023-05-12,loyal
739,Mumbai,2023-02-04,returning
740,Delhi,2023-10-12,loyal
741,Hyderabad,2024-11-03,loyal
742,Bengaluru,2024-09-05,returning
743,Mumbai,2024-02-20,returning
744,Hyderabad,2024-07-06,returning
745,Hyderabad,2023-01-14,returning
746,Mumbai,2024-01-12,loyal
747,Bengaluru,2022-12-25,returning
748,Delhi,2022-11-26,new
749,Delhi,2024-09-03,new
750,Bengaluru,2022-09-28,returning
751,Delhi,2024-04-07,returning
752,Mumbai,2024-10-15,returning
753,Mumbai,2024-11-06,returning
754,Hyderabad,2023-12-22,loyal
755,Delhi,2023-05-25,new
756,Mumbai,2022-12-05,new
757,Hyderabad,2022-08-02,new
758,Bengaluru,2023-12-26,new
759,Hyderabad,2022-08-07,loyal
760,Delhi,2023-01-01,returning
761,Hyderabad,2024-02-07,loyal
762,Bengaluru,2024-02-09,new
763,Hyderabad,2023-12-17,returning
764,Hyderabad,2024-11-09,loyal
765,Chennai,2024-11-15,new
766,Pune,2023-09-13,loyal
767,Bengaluru,2024-02-18,returning
768,Bengaluru,2024-12-24,new
769,Bengaluru,2022-10-21,returning
770,Bengaluru,2023-09-14,loyal
